ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
10576247,944,529,872,775,872,966,967,0.25,1.59,0.49,0.8,0.49,0.18,0.18,3
10576307,943,522,873,773,872,966,965,0.26,1.62,0.48,0.81,0.49,0.18,0.19,3
10576367,932,354,874,776,869,965,966,0.29,2.16,0.48,0.8,0.5,0.19,0.18,3
10576428,944,393,872,776,870,965,965,0.25,2.03,0.49,0.8,0.49,0.19,0.19,3
10576487,931,398,875,776,868,965,966,0.3,2.02,0.48,0.8,0.5,0.19,0.18,3
10576547,934,433,875,775,869,965,964,0.29,1.9,0.48,0.8,0.5,0.19,0.19,3
10576607,929,507,874,773,869,965,965,0.3,1.66,0.48,0.81,0.5,0.19,0.19,3
10576667,930,593,874,778,869,965,965,0.3,1.39,0.48,0.79,0.5,0.19,0.19,3
10576726,931,575,874,780,870,966,965,0.3,1.45,0.48,0.78,0.49,0.18,0.19,3
10576786,933,452,874,777,870,964,965,0.29,1.84,0.48,0.79,0.49,0.19,0.19,3
