ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
10732987,927,278,863,784,789,827,184,0.31,2.4,0.52,0.77,0.75,0.63,2.71,6
10733046,927,268,863,780,788,867,176,0.31,2.44,0.52,0.78,0.76,0.5,2.73,6
10733106,928,334,864,786,796,829,315,0.31,2.22,0.51,0.76,0.73,0.63,2.28,6
10733166,936,948,880,790,840,961,957,0.28,0.24,0.46,0.75,0.59,0.2,0.21,6
10733226,939,957,886,791,863,963,965,0.27,0.21,0.44,0.75,0.52,0.19,0.19,6
10733286,947,957,887,793,870,966,965,0.25,0.21,0.44,0.74,0.49,0.18,0.19,6
10733525,946,957,873,777,931,971,973,0.25,0.21,0.48,0.79,0.3,0.17,0.16,6
10733584,945,958,872,770,929,972,962,0.25,0.21,0.49,0.82,0.3,0.16,0.2,6
10733644,934,700,831,782,808,933,438,0.29,1.04,0.62,0.78,0.69,0.29,1.89,6
10733704,918,305,872,785,787,885,201,0.34,2.32,0.81,0.77,0.76,0.45,2.65,6
10733763,915,306,847,785,776,757,204,0.35,2.31,0.89,0.77,0.8,0.86,2.64,6
10733823,916,303,831,787,781,799,202,0.35,2.32,0.94,0.76,0.78,0.72,2.65,6
10733883,915,291,825,779,781,791,205,0.35,2.36,0.96,0.79,0.78,0.75,2.64,6
10733942,926,368,860,781,795,873,286,0.31,2.11,0.85,0.78,0.74,0.48,2.38,6
