ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
2649601,926.00,939.00,636.00,792.00,860.00,938.00,944.00,0.31,0.27,1.25,0.75,0.53,0.27,0.25,7
2649661,924.00,939.00,635.00,791.00,860.00,935.00,943.00,0.32,0.27,1.25,0.75,0.53,0.28,0.26,7
2649722,925.00,939.00,636.00,792.00,860.00,938.00,944.00,0.32,0.27,1.25,0.75,0.53,0.27,0.25,7
2649783,926.00,938.00,635.00,791.00,861.00,938.00,943.00,0.31,0.27,1.25,0.75,0.52,0.27,0.26,7
2649844,925.00,940.00,636.00,792.00,860.00,938.00,943.00,0.32,0.27,1.25,0.75,0.53,0.27,0.26,7
2649904,925.00,938.00,634.00,792.00,860.00,938.00,944.00,0.32,0.27,1.25,0.75,0.53,0.27,0.25,7
2649964,925.00,938.00,635.00,793.00,860.00,937.00,943.00,0.32,0.27,1.25,0.74,0.53,0.28,0.26,7
2650024,925.00,938.00,631.00,792.00,860.00,937.00,943.00,0.32,0.27,1.26,0.75,0.53,0.28,0.26,7
2650083,923.00,938.00,635.00,792.00,860.00,938.00,943.00,0.32,0.27,1.25,0.75,0.53,0.27,0.26,7
2650143,924.00,939.00,634.00,792.00,860.00,937.00,943.00,0.32,0.27,1.25,0.75,0.53,0.28,0.26,7
2650203,925.00,938.00,636.00,792.00,860.00,937.00,944.00,0.32,0.27,1.25,0.75,0.53,0.28,0.25,7
2650264,924.00,939.00,635.00,792.00,860.00,938.00,944.00,0.32,0.27,1.25,0.75,0.53,0.27,0.25,7
2650324,925.00,938.00,635.00,792.00,860.00,938.00,943.00,0.32,0.27,1.25,0.75,0.53,0.27,0.26,7
2650384,931.00,940.00,635.00,792.00,860.00,944.00,942.00,0.30,0.27,1.25,0.75,0.53,0.25,0.26,7
2650444,927.00,939.00,635.00,792.00,860.00,938.00,944.00,0.31,0.27,1.25,0.75,0.53,0.27,0.25,7
2650504,924.00,939.00,635.00,795.00,863.00,938.00,943.00,0.32,0.27,1.25,0.74,0.52,0.27,0.26,7
2650564,926.00,939.00,639.00,792.00,859.00,937.00,944.00,0.31,0.27,1.24,0.75,0.53,0.28,0.25,7
2650624,927.00,940.00,642.00,794.00,864.00,945.00,944.00,0.31,0.27,1.23,0.74,0.51,0.25,0.25,7
2650684,927.00,940.00,641.00,793.00,858.00,943.00,943.00,0.31,0.27,1.23,0.74,0.53,0.26,0.26,7
2650744,941.00,953.00,620.00,782.00,855.00,959.00,959.00,0.26,0.23,0.65,0.78,0.54,0.21,0.21,7
2650805,946.00,953.00,619.00,780.00,850.00,954.00,959.00,0.25,0.23,0.66,0.78,0.56,0.22,0.21,7
2650865,931.00,938.00,641.00,788.00,857.00,942.00,943.00,0.30,0.27,1.23,0.76,0.54,0.26,0.26,7
2650925,926.00,938.00,646.00,788.00,849.00,940.00,942.00,0.31,0.27,1.22,0.76,0.56,0.27,0.26,7
2650984,931.00,936.00,639.00,789.00,858.00,942.00,944.00,0.30,0.28,1.24,0.75,0.53,0.26,0.25,7
2651044,930.00,937.00,639.00,789.00,846.00,941.00,942.00,0.30,0.28,1.24,0.75,0.57,0.26,0.26,7
2651104,927.00,937.00,636.00,789.00,850.00,939.00,941.00,0.31,0.28,1.25,0.75,0.56,0.27,0.26,7
2651164,925.00,937.00,637.00,790.00,848.00,935.00,942.00,0.32,0.28,1.25,0.75,0.56,0.28,0.26,7
2651229,919.00,930.00,603.00,775.00,831.00,933.00,934.00,0.34,0.30,1.35,0.80,0.62,0.29,0.29,7
2651289,925.00,937.00,634.00,795.00,854.00,938.00,943.00,0.32,0.28,1.25,0.74,0.55,0.27,0.26,7
2651349,926.00,932.00,600.00,781.00,840.00,934.00,937.00,0.31,0.29,1.36,0.78,0.59,0.29,0.28,7
2651409,919.00,931.00,598.00,781.00,834.00,933.00,935.00,0.34,0.30,1.37,0.78,0.61,0.29,0.28,7
2651469,919.00,929.00,597.00,777.00,827.00,932.00,934.00,0.34,0.30,1.37,0.79,0.63,0.29,0.29,7
2651529,919.00,929.00,596.00,778.00,829.00,933.00,932.00,0.34,0.30,1.38,0.79,0.63,0.29,0.29,7
2651589,919.00,929.00,597.00,778.00,823.00,931.00,933.00,0.34,0.30,1.37,0.79,0.65,0.30,0.29,7
2651652,919.00,929.00,595.00,782.00,822.00,932.00,933.00,0.34,0.30,1.38,0.78,0.65,0.29,0.29,7
2651712,924.00,930.00,599.00,784.00,826.00,932.00,935.00,0.32,0.30,1.37,0.77,0.64,0.29,0.28,7
2651772,933.00,941.00,651.00,804.00,861.00,946.00,960.00,0.29,0.26,1.20,0.71,0.52,0.25,0.20,7
