ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
127283,925,931,833,796,838,938,242,0.32,0.3,1.26,0.73,0.6,0.27,2.52,1
127343,921,930,832,791,836,935,233,0.33,0.3,1.26,0.75,0.6,0.28,2.55,1
127403,921,538,828,791,841,935,236,0.33,1.56,1.27,0.75,0.59,0.28,2.54,1
127463,916,359,826,786,843,933,213,0.35,2.14,1.28,0.76,0.58,0.29,2.61,1
127522,915,351,835,787,840,935,215,0.35,2.17,1.25,0.76,0.59,0.28,2.61,1
127582,912,369,830,787,840,935,216,0.36,2.11,1.27,0.76,0.59,0.28,2.6,1
127642,921,582,833,793,840,937,263,0.33,1.42,1.26,0.74,0.59,0.28,2.45,1
127701,924,931,834,795,841,942,568,0.32,0.3,1.25,0.74,0.59,0.26,1.47,1
127761,923,932,831,795,841,938,252,0.32,0.29,1.26,0.74,0.59,0.27,2.49,1
127821,916,377,825,786,839,936,225,0.35,2.08,1.28,0.76,0.59,0.28,2.57,1
127880,911,366,825,786,838,936,217,0.36,2.12,1.28,0.76,0.6,0.28,2.6,1
127940,912,344,827,787,837,938,213,0.36,2.19,1.28,0.76,0.6,0.27,2.61,1
128000,917,385,829,788,840,937,214,0.34,2.06,1.27,0.76,0.59,0.28,2.61,1
128060,921,490,834,790,842,937,224,0.33,1.72,1.25,0.75,0.58,0.28,2.58,1
128119,927,932,833,800,845,941,667,0.31,0.29,1.26,0.72,0.57,0.26,1.15,1
