ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
5460090,907.00,923.00,618.00,737.00,798.00,942.00,942.00,0.37,0.32,0.66,0.92,0.73,0.26,0.26,7
5460150,904.00,920.00,612.00,736.00,777.00,939.00,938.00,0.38,0.33,0.68,0.93,0.79,0.27,0.27,7
5460210,906.00,923.00,607.00,739.00,783.00,939.00,940.00,0.38,0.32,0.70,0.92,0.77,0.27,0.27,7
5460270,906.00,921.00,606.00,736.00,765.00,936.00,937.00,0.38,0.33,0.70,0.93,0.83,0.28,0.28,7
5460329,904.00,919.00,606.00,732.00,779.00,937.00,937.00,0.38,0.34,0.70,0.94,0.79,0.28,0.28,7
5460389,902.00,919.00,607.00,727.00,787.00,937.00,940.00,0.39,0.34,0.70,0.95,0.76,0.28,0.27,7
5460449,900.00,919.00,614.00,727.00,769.00,936.00,935.00,0.40,0.34,0.67,0.95,0.82,0.28,0.28,7
5460509,902.00,919.00,617.00,726.00,766.00,937.00,936.00,0.39,0.34,0.66,0.96,0.83,0.28,0.28,7
5460569,902.00,918.00,616.00,728.00,763.00,935.00,936.00,0.39,0.34,0.67,0.95,0.84,0.28,0.28,7
5460628,902.00,918.00,616.00,726.00,758.00,935.00,935.00,0.39,0.34,0.67,0.96,0.85,0.28,0.28,7
5460688,901.00,919.00,614.00,723.00,770.00,936.00,937.00,0.39,0.34,0.67,0.97,0.82,0.28,0.28,7
5460748,901.00,917.00,611.00,725.00,774.00,937.00,937.00,0.39,0.34,0.68,0.96,0.80,0.28,0.28,7
5460808,900.00,915.00,611.00,723.00,761.00,935.00,935.00,0.40,0.35,0.68,0.97,0.85,0.28,0.28,7
5460867,900.00,919.00,623.00,723.00,765.00,936.00,935.00,0.40,0.34,0.65,0.97,0.83,0.28,0.28,7
5460929,904.00,921.00,633.00,729.00,776.00,938.00,939.00,0.38,0.33,0.61,0.95,0.80,0.27,0.27,7
5460990,903.00,920.00,629.00,725.00,774.00,936.00,938.00,0.39,0.33,0.63,0.96,0.80,0.28,0.27,7
5461050,903.00,920.00,628.00,727.00,763.00,936.00,937.00,0.39,0.33,0.63,0.95,0.84,0.28,0.28,7
5461111,902.00,920.00,629.00,730.00,757.00,935.00,936.00,0.39,0.33,0.63,0.95,0.86,0.28,0.28,7
5461171,904.00,921.00,629.00,729.00,759.00,935.00,935.00,0.38,0.33,0.63,0.95,0.85,0.28,0.28,7
5461231,902.00,917.00,625.00,726.00,761.00,935.00,936.00,0.39,0.34,0.64,0.96,0.85,0.28,0.28,7
5461290,901.00,918.00,625.00,724.00,761.00,935.00,935.00,0.39,0.34,0.64,0.96,0.85,0.28,0.28,7
5461350,901.00,917.00,621.00,723.00,768.00,935.00,936.00,0.39,0.34,0.65,0.97,0.82,0.28,0.28,7
5461410,906.00,920.00,612.00,731.00,804.00,942.00,945.00,0.38,0.33,0.68,0.94,0.71,0.26,0.25,7
