ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
558120,866,289,870,768,832,955,201,0.51,2.37,0.49,0.82,0.62,0.22,2.65,4
558179,883,259,872,765,831,954,175,0.45,2.46,0.49,0.83,0.62,0.22,2.74,4
558239,863,253,864,762,829,953,172,0.52,2.48,0.51,0.84,0.63,0.23,2.75,4
558299,822,256,857,760,829,950,174,0.65,2.47,0.54,0.85,0.63,0.24,2.74,4
558359,800,257,846,759,828,949,176,0.72,2.47,0.57,0.85,0.63,0.24,2.73,4
558419,803,254,844,758,828,950,176,0.71,2.48,0.58,0.85,0.63,0.24,2.73,4
558478,802,250,842,758,828,950,177,0.71,2.49,0.58,0.85,0.63,0.24,2.73,4
558538,796,249,841,757,828,949,174,0.73,2.5,0.59,0.86,0.63,0.24,2.74,4
558597,806,249,839,757,828,948,173,0.7,2.5,0.59,0.86,0.63,0.24,2.74,4
558657,827,249,841,756,828,948,173,0.63,2.5,0.59,0.86,0.63,0.24,2.74,4
558717,805,248,841,755,828,948,173,0.7,2.5,0.59,0.86,0.63,0.24,2.74,4
558777,797,247,841,755,827,948,172,0.73,2.5,0.59,0.86,0.63,0.24,2.75,4
558836,810,248,839,755,828,947,172,0.69,2.5,0.59,0.86,0.63,0.25,2.75,4
558896,795,249,838,754,827,947,173,0.74,2.5,0.6,0.87,0.63,0.25,2.74,4
558956,793,253,838,756,827,948,175,0.74,2.48,0.6,0.86,0.63,0.24,2.74,4
559015,785,266,836,757,828,947,182,0.77,2.44,0.6,0.86,0.63,0.25,2.71,4
559075,847,262,846,756,826,951,185,0.57,2.45,0.57,0.86,0.64,0.23,2.7,4
