ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3130538,919.00,925.00,874.00,760.00,822.00,819.00,317.00,0.34,0.32,1.45,0.85,0.65,0.66,2.28,1
3130598,914.00,702.00,873.00,757.00,824.00,796.00,277.00,0.35,1.04,1.45,0.86,0.64,0.73,2.41,1
3130658,912.00,620.00,875.00,754.00,819.00,811.00,255.00,0.36,1.30,1.45,0.87,0.66,0.68,2.48,1
3130718,913.00,588.00,875.00,759.00,817.00,834.00,275.00,0.35,1.40,1.45,0.85,0.66,0.61,2.41,1
3130777,914.00,925.00,881.00,760.00,821.00,847.00,274.00,0.35,0.32,1.43,0.85,0.65,0.57,2.42,1
3130837,914.00,924.00,878.00,758.00,823.00,846.00,283.00,0.35,0.32,1.44,0.85,0.65,0.57,2.39,1
3130897,913.00,924.00,878.00,758.00,819.00,837.00,287.00,0.35,0.32,1.44,0.85,0.66,0.60,2.37,1
3130957,914.00,376.00,876.00,758.00,821.00,849.00,289.00,0.35,2.09,1.44,0.85,0.65,0.56,2.37,1
3131016,913.00,352.00,875.00,758.00,822.00,843.00,310.00,0.35,2.16,1.45,0.85,0.65,0.58,2.30,1
3131076,912.00,362.00,874.00,757.00,816.00,836.00,300.00,0.36,2.13,1.45,0.86,0.67,0.60,2.33,1
3131136,911.00,390.00,873.00,757.00,816.00,836.00,274.00,0.36,2.04,1.45,0.86,0.67,0.60,2.42,1
3131196,920.00,671.00,875.00,759.00,823.00,852.00,295.00,0.33,1.14,1.45,0.85,0.65,0.55,2.35,1
3131255,920.00,925.00,877.00,761.00,826.00,866.00,296.00,0.33,0.32,1.44,0.85,0.64,0.51,2.35,1
