ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
140857,916,929,827,788,841,930,203,0.35,0.3,1.28,0.76,0.59,0.3,2.65,1
140917,915,629,835,786,840,928,196,0.35,1.27,1.25,0.76,0.59,0.31,2.67,1
140977,913,486,831,783,839,930,203,0.35,1.73,1.26,0.77,0.59,0.3,2.65,1
141037,917,928,832,791,843,931,206,0.34,0.31,1.26,0.75,0.58,0.3,2.64,1
141097,925,931,836,800,847,937,206,0.32,0.3,1.25,0.72,0.57,0.28,2.64,1
141156,924,931,831,798,840,937,220,0.32,0.3,1.26,0.73,0.59,0.28,2.59,1
141218,919,655,831,790,844,936,208,0.34,1.19,1.26,0.75,0.58,0.28,2.63,1
141278,913,349,830,785,842,934,202,0.35,2.17,1.27,0.77,0.58,0.29,2.65,1
141338,912,334,832,785,843,936,203,0.36,2.22,1.26,0.77,0.58,0.28,2.65,1
141398,912,332,832,788,841,934,200,0.36,2.23,1.26,0.76,0.59,0.29,2.65,1
141457,917,350,834,791,841,934,204,0.34,2.17,1.25,0.75,0.59,0.29,2.64,1
141517,921,929,831,790,845,935,202,0.33,0.3,1.26,0.75,0.57,0.28,2.65,1
