ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3082580,914.00,926.00,879.00,760.00,826.00,925.00,803.00,0.35,0.31,1.43,0.85,0.64,0.32,0.71,1
3082640,914.00,613.00,883.00,758.00,821.00,905.00,567.00,0.35,1.32,1.42,0.85,0.65,0.38,1.47,1
3082701,915.00,465.00,885.00,755.00,819.00,880.00,351.00,0.35,1.80,1.41,0.86,0.66,0.46,2.17,1
3082761,913.00,488.00,884.00,755.00,818.00,859.00,389.00,0.35,1.73,1.42,0.86,0.66,0.53,2.05,1
3082821,912.00,395.00,878.00,756.00,818.00,870.00,400.00,0.36,2.03,1.44,0.86,0.66,0.49,2.01,1
3082881,911.00,499.00,884.00,757.00,817.00,881.00,435.00,0.36,1.69,1.42,0.86,0.66,0.46,1.90,1
3082941,921.00,681.00,887.00,757.00,827.00,910.00,625.00,0.33,1.10,1.41,0.86,0.63,0.36,1.28,1
3083001,917.00,927.00,881.00,759.00,844.00,926.00,784.00,0.34,0.31,1.43,0.85,0.58,0.31,0.77,1
3083060,920.00,482.00,880.00,758.00,819.00,878.00,305.00,0.33,1.75,1.43,0.85,0.66,0.47,2.32,1
3083120,917.00,396.00,871.00,756.00,816.00,880.00,309.00,0.34,2.02,1.46,0.86,0.67,0.46,2.30,1
3083180,912.00,382.00,871.00,754.00,818.00,874.00,262.00,0.36,2.07,1.46,0.87,0.66,0.48,2.45,1
3083240,912.00,374.00,875.00,754.00,814.00,868.00,269.00,0.36,2.09,1.45,0.87,0.67,0.50,2.43,1
3083300,913.00,372.00,89.00,752.00,816.00,873.00,288.00,0.35,2.10,1.40,0.87,0.67,0.48,2.37,1
3083360,920.00,518.00,888.00,756.00,820.00,906.00,564.00,0.33,1.63,1.40,0.86,0.65,0.38,1.48,1
3083420,922.00,927.00,879.00,761.00,845.00,934.00,933.00,0.33,0.31,1.43,0.85,0.57,0.29,0.29,1
