ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
2708415,934.00,941.00,632.00,788.00,895.00,947.00,947.00,0.29,0.26,1.26,0.76,0.41,0.25,0.25,7
2708475,937.00,945.00,686.00,795.00,867.00,949.00,949.00,0.28,0.25,1.09,0.74,0.50,0.24,0.24,7
2708535,931.00,944.00,672.00,804.00,863.00,946.00,949.00,0.30,0.25,1.13,0.71,0.52,0.25,0.24,7
2708595,939.00,944.00,665.00,808.00,874.00,946.00,949.00,0.27,0.25,1.15,0.69,0.48,0.25,0.24,7
2708655,927.00,938.00,633.00,787.00,865.00,942.00,943.00,0.31,0.27,1.26,0.76,0.51,0.26,0.26,7
2708715,923.00,936.00,625.00,780.00,862.00,939.00,939.00,0.32,0.28,1.28,0.78,0.52,0.27,0.27,7
2708775,923.00,934.00,623.00,785.00,836.00,935.00,938.00,0.32,0.29,1.29,0.77,0.60,0.28,0.27,7
2708835,923.00,935.00,619.00,786.00,847.00,936.00,939.00,0.32,0.28,1.30,0.76,0.57,0.28,0.27,7
2708895,930.00,939.00,640.00,796.00,864.00,941.00,943.00,0.30,0.27,1.24,0.73,0.51,0.26,0.26,7
2708955,929.00,938.00,643.00,799.00,849.00,942.00,943.00,0.30,0.27,1.23,0.72,0.56,0.26,0.26,7
2709015,931.00,939.00,644.00,800.00,851.00,942.00,943.00,0.30,0.27,1.22,0.72,0.55,0.26,0.26,7
2709075,927.00,936.00,632.00,790.00,849.00,941.00,941.00,0.31,0.28,1.26,0.75,0.56,0.26,0.26,7
2709134,927.00,936.00,640.00,790.00,842.00,938.00,941.00,0.31,0.28,1.24,0.75,0.58,0.27,0.26,7
2709195,926.00,936.00,637.00,785.00,844.00,937.00,940.00,0.31,0.28,1.25,0.77,0.58,0.28,0.27,7
2709254,928.00,937.00,624.00,775.00,883.00,944.00,945.00,0.31,0.28,1.29,0.80,0.45,0.25,0.25,7
2709314,934.00,953.00,750.00,800.00,911.00,962.00,962.00,0.29,0.23,0.88,0.72,0.36,0.20,0.20,7
2709675,935.00,943.00,643.00,793.00,909.00,949.00,949.00,0.28,0.26,1.23,0.74,0.37,0.24,0.24,7
2709734,936.00,942.00,642.00,792.00,909.00,949.00,949.00,0.28,0.26,1.23,0.75,0.37,0.24,0.24,7
2709794,938.00,944.00,630.00,788.00,954.00,955.00,954.00,0.27,0.25,1.27,0.76,0.22,0.22,0.22,7
2709854,934.00,940.00,652.00,791.00,884.00,947.00,947.00,0.29,0.27,1.20,0.75,0.45,0.25,0.25,7
2709914,938.00,944.00,629.00,789.00,954.00,954.00,954.00,0.27,0.25,1.27,0.75,0.22,0.22,0.22,7
2709974,937.00,944.00,627.00,788.00,954.00,954.00,953.00,0.28,0.25,1.28,0.76,0.22,0.22,0.23,7
2710035,938.00,945.00,631.00,789.00,954.00,954.00,954.00,0.27,0.25,1.26,0.75,0.22,0.22,0.22,7
