ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
5476315,908.00,922.00,602.00,745.00,804.00,944.00,942.00,0.37,0.33,0.71,0.90,0.71,0.25,0.26,7
5476375,906.00,921.00,697.00,742.00,787.00,938.00,938.00,0.38,0.33,0.73,0.91,0.76,0.27,0.27,7
5476434,902.00,920.00,609.00,737.00,777.00,936.00,938.00,0.39,0.33,0.69,0.92,0.79,0.28,0.27,7
5476494,904.00,922.00,630.00,734.00,774.00,939.00,939.00,0.38,0.33,0.62,0.93,0.80,0.27,0.27,7
5476554,904.00,923.00,637.00,732.00,770.00,940.00,943.00,0.38,0.32,0.60,0.94,0.82,0.27,0.26,7
5476614,906.00,921.00,638.00,729.00,786.00,938.00,938.00,0.38,0.33,0.60,0.95,0.76,0.27,0.27,7
5476674,904.00,921.00,636.00,725.00,798.00,943.00,943.00,0.38,0.33,0.60,0.96,0.73,0.26,0.26,7
5476733,905.00,922.00,632.00,724.00,812.00,944.00,945.00,0.38,0.33,0.62,0.96,0.68,0.25,0.25,7
5476793,903.00,924.00,628.00,723.00,818.00,945.00,945.00,0.39,0.32,0.63,0.97,0.66,0.25,0.25,7
5476853,900.00,920.00,625.00,720.00,827.00,945.00,945.00,0.40,0.33,0.64,0.98,0.63,0.25,0.25,7
5476912,902.00,920.00,624.00,716.00,827.00,945.00,945.00,0.39,0.33,0.64,0.99,0.63,0.25,0.25,7
