ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3158003,920.00,925.00,871.00,762.00,829.00,881.00,436.00,0.33,0.32,1.46,0.84,0.63,0.46,1.89,1
3158063,921.00,684.00,876.00,760.00,824.00,860.00,289.00,0.33,1.09,1.44,0.85,0.64,0.53,2.37,1
3158123,920.00,517.00,881.00,757.00,823.00,876.00,272.00,0.33,1.63,1.43,0.86,0.65,0.47,2.42,1
3158183,913.00,446.00,871.00,757.00,835.00,871.00,274.00,0.35,1.86,1.46,0.86,0.61,0.49,2.42,1
3158242,914.00,541.00,882.00,757.00,821.00,866.00,289.00,0.35,1.55,1.42,0.86,0.65,0.51,2.37,1
3158303,923.00,653.00,885.00,759.00,846.00,899.00,434.00,0.32,1.19,1.41,0.85,0.57,0.40,1.90,1
3158363,923.00,928.00,885.00,759.00,845.00,924.00,652.00,0.32,0.31,1.41,0.85,0.57,0.32,1.20,1
3158423,923.00,927.00,884.00,758.00,838.00,922.00,616.00,0.32,0.31,1.42,0.85,0.60,0.33,1.31,1
3158484,922.00,927.00,883.00,757.00,837.00,906.00,474.00,0.33,0.31,1.42,0.86,0.60,0.38,1.77,1
3158544,923.00,586.00,884.00,756.00,828.00,905.00,333.00,0.32,1.41,1.42,0.86,0.63,0.38,2.23,1
3158603,920.00,359.00,886.00,756.00,819.00,891.00,280.00,0.33,2.14,1.41,0.86,0.66,0.43,2.40,1
3158663,913.00,348.00,874.00,758.00,819.00,879.00,288.00,0.35,2.18,1.45,0.85,0.66,0.46,2.37,1
3158723,914.00,383.00,871.00,758.00,816.00,875.00,278.00,0.35,2.06,1.46,0.85,0.67,0.48,2.40,1
3158783,911.00,336.00,871.00,757.00,814.00,871.00,306.00,0.36,2.22,1.46,0.86,0.67,0.49,2.31,1
3158843,911.00,329.00,872.00,757.00,814.00,872.00,305.00,0.36,2.24,1.45,0.86,0.67,0.49,2.32,1
3158904,921.00,374.00,885.00,760.00,821.00,900.00,471.00,0.33,2.09,1.41,0.85,0.65,0.40,1.78,1
3158964,920.00,930.00,888.00,765.00,849.00,936.00,937.00,0.33,0.30,1.40,0.83,0.56,0.28,0.28,1
