ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3037326,921.00,925.00,874.00,759.00,848.00,885.00,413.00,0.33,0.32,1.45,0.85,0.56,0.45,1.97,1
3037386,920.00,565.00,872.00,760.00,840.00,855.00,336.00,0.33,1.48,1.45,0.85,0.59,0.54,2.22,1
3037445,914.00,485.00,871.00,757.00,840.00,852.00,268.00,0.35,1.74,1.46,0.86,0.59,0.55,2.44,1
3037505,915.00,622.00,875.00,759.00,846.00,904.00,508.00,0.35,1.29,1.45,0.85,0.57,0.38,1.66,1
3037565,917.00,930.00,889.00,760.00,855.00,908.00,453.00,0.34,0.30,1.40,0.85,0.54,0.37,1.84,1
3037625,916.00,525.00,883.00,759.00,832.00,894.00,344.00,0.35,1.61,1.42,0.85,0.62,0.42,2.19,1
3037686,914.00,482.00,878.00,759.00,819.00,873.00,369.00,0.35,1.75,1.44,0.85,0.66,0.48,2.11,1
3037745,913.00,416.00,879.00,759.00,819.00,868.00,342.00,0.35,1.96,1.43,0.85,0.66,0.50,2.20,1
3037806,916.00,592.00,886.00,757.00,844.00,891.00,474.00,0.35,1.39,1.41,0.86,0.58,0.43,1.77,1
3037866,924.00,929.00,888.00,763.00,850.00,934.00,580.00,0.32,0.30,1.40,0.84,0.56,0.29,1.43,1
