ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3616502,914.00,593.00,865.00,755.00,816.00,926.00,926.00,0.35,1.39,1.48,0.86,0.67,0.31,0.31,3
3616562,914.00,373.00,859.00,755.00,815.00,925.00,925.00,0.35,2.10,1.50,0.86,0.67,0.32,0.32,3
3616622,914.00,378.00,858.00,753.00,809.00,924.00,926.00,0.35,2.08,1.50,0.87,0.69,0.32,0.31,3
3616682,913.00,321.00,857.00,753.00,813.00,924.00,925.00,0.35,2.26,1.50,0.87,0.68,0.32,0.32,3
3616741,914.00,299.00,859.00,751.00,813.00,924.00,926.00,0.35,2.34,1.50,0.88,0.68,0.32,0.31,3
3616801,913.00,297.00,860.00,751.00,813.00,924.00,925.00,0.35,2.34,1.49,0.88,0.68,0.32,0.32,3
3616861,915.00,297.00,859.00,751.00,814.00,925.00,925.00,0.35,2.34,1.50,0.88,0.67,0.32,0.32,3
3616921,914.00,282.00,859.00,749.00,812.00,924.00,926.00,0.35,2.39,1.50,0.88,0.68,0.32,0.31,3
3616981,914.00,284.00,861.00,750.00,807.00,924.00,924.00,0.35,2.38,1.49,0.88,0.70,0.32,0.32,3
3617040,913.00,301.00,860.00,750.00,808.00,923.00,923.00,0.35,2.33,1.49,0.88,0.69,0.32,0.32,3
3617100,923.00,419.00,863.00,751.00,807.00,925.00,925.00,0.38,1.95,1.48,0.88,0.70,0.32,0.32,3
3617160,926.00,388.00,863.00,750.00,806.00,923.00,923.00,0.38,2.05,1.48,0.88,0.70,0.32,0.32,3
3617220,926.00,378.00,863.00,750.00,805.00,923.00,926.00,0.38,2.08,1.48,0.88,0.70,0.32,0.31,3
3617283,927.00,383.00,861.00,750.00,804.00,924.00,923.00,0.37,2.06,1.49,0.88,0.71,0.32,0.32,3
3617342,926.00,371.00,860.00,750.00,804.00,924.00,923.00,0.38,2.10,1.49,0.88,0.71,0.32,0.32,3
3617402,926.00,375.00,859.00,751.00,803.00,923.00,925.00,0.38,2.09,1.50,0.88,0.71,0.32,0.32,3
3617462,926.00,380.00,859.00,751.00,804.00,923.00,924.00,0.38,2.07,1.50,0.88,0.71,0.32,0.32,3
3617522,926.00,362.00,859.00,750.00,804.00,923.00,923.00,0.38,2.13,1.50,0.88,0.71,0.32,0.32,3
3617581,925.00,340.00,858.00,750.00,802.00,923.00,922.00,0.38,2.20,1.50,0.88,0.71,0.32,0.33,3
3617641,925.00,331.00,858.00,752.00,804.00,923.00,923.00,0.38,2.23,1.50,0.87,0.71,0.32,0.32,3
3617701,925.00,313.00,859.00,751.00,803.00,924.00,924.00,0.38,2.29,1.50,0.88,0.71,0.32,0.32,3
3617761,927.00,430.00,859.00,751.00,803.00,924.00,924.00,0.37,1.91,1.50,0.88,0.71,0.32,0.32,3
3617820,928.00,619.00,861.00,752.00,808.00,925.00,924.00,0.37,1.30,1.49,0.87,0.69,0.32,0.32,3
