ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
10457847,921,704,871,759,903,924,274,0.33,1.03,0.49,0.85,0.39,0.32,2.42,1
10457907,919,739,866,760,894,921,240,0.34,0.92,0.51,0.85,0.42,0.33,2.53,1
10457967,918,729,872,755,933,924,232,0.34,0.95,0.49,0.86,0.29,0.32,2.55,1
10458027,928,658,878,761,922,949,592,0.31,1.18,0.47,0.85,0.33,0.24,1.39,1
10458086,938,953,875,769,898,965,960,0.27,0.23,0.48,0.82,0.4,0.19,0.2,1
10458146,937,952,876,770,873,959,725,0.28,0.23,0.47,0.82,0.48,0.21,0.96,1
10458206,935,950,875,768,860,957,810,0.28,0.24,0.48,0.82,0.53,0.21,0.69,1
10458265,934,948,877,767,859,959,811,0.29,0.24,0.47,0.83,0.53,0.21,0.68,1
10458325,935,954,876,763,892,961,648,0.28,0.22,0.47,0.84,0.42,0.2,1.21,1
10458385,938,952,876,767,879,960,618,0.27,0.23,0.47,0.83,0.46,0.2,1.31,1
10458444,933,951,873,758,899,959,662,0.29,0.23,0.48,0.85,0.4,0.21,1.16,1
10458504,933,680,872,763,879,955,481,0.29,1.11,0.49,0.84,0.46,0.22,1.75,1
10458564,931,548,872,759,926,962,558,0.3,1.53,0.49,0.85,0.31,0.2,1.5,1
10458624,931,492,870,757,926,958,600,0.3,1.71,0.49,0.86,0.31,0.21,1.36,1
10458684,929,435,867,760,908,952,511,0.3,1.9,0.5,0.85,0.37,0.23,1.65,1
