ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
10757995,907,936,632,793,858,938,938,0.37,0.28,1.26,0.74,0.53,0.27,0.27,7
10758055,910,931,630,797,870,940,940,0.36,0.3,1.27,0.73,0.49,0.27,0.27,7
10758115,909,932,627,797,880,941,940,0.37,0.29,1.28,0.73,0.46,0.26,0.27,7
10758174,907,931,627,798,873,940,939,0.37,0.3,1.28,0.73,0.48,0.27,0.27,7
10758235,906,929,626,795,869,939,943,0.38,0.3,1.28,0.74,0.5,0.27,0.26,7
10758294,908,927,625,795,867,939,936,0.37,0.31,1.28,0.74,0.5,0.27,0.28,7
10758354,907,928,626,795,868,940,939,0.37,0.31,1.28,0.74,0.5,0.27,0.27,7
10758414,907,930,626,795,866,939,940,0.37,0.3,1.28,0.74,0.51,0.27,0.27,7
10758475,907,930,628,796,859,938,939,0.37,0.3,1.27,0.73,0.53,0.27,0.27,7
10758535,908,927,627,794,862,938,937,0.37,0.31,1.28,0.74,0.52,0.27,0.28,7
10758594,908,926,626,791,865,939,939,0.37,0.31,1.28,0.75,0.51,0.27,0.27,7
10758654,905,926,628,796,864,938,942,0.38,0.31,1.27,0.73,0.51,0.27,0.26,7
10758718,906,929,625,796,869,939,940,0.38,0.3,1.28,0.73,0.5,0.27,0.27,7
10758778,910,930,635,797,879,942,941,0.36,0.3,1.25,0.73,0.46,0.26,0.26,7
