ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
1659245,900.00,953.00,857.00,786.00,816.00,950.00,244.00,0.27,0.23,0.54,0.76,0.67,0.24,2.51,2
1659305,909.00,952.00,855.00,782.00,813.00,944.00,184.00,0.27,0.23,0.54,0.78,0.68,0.25,2.71,2
1659365,900.00,952.00,855.00,780.00,811.00,938.00,180.00,0.27,0.23,0.54,0.78,0.68,0.27,2.72,2
1659425,902.00,951.00,856.00,776.00,812.00,929.00,176.00,0.27,0.23,0.54,0.80,0.68,0.30,2.73,2
1659485,909.00,952.00,859.00,775.00,812.00,928.00,175.00,0.27,0.23,0.53,0.80,0.68,0.31,2.74,2
1659544,902.00,952.00,861.00,775.00,812.00,931.00,169.00,0.28,0.23,0.52,0.80,0.68,0.30,2.75,2
1659605,900.00,952.00,861.00,777.00,813.00,930.00,170.00,0.27,0.23,0.52,0.79,0.68,0.30,2.75,2
1659665,902.00,952.00,862.00,775.00,813.00,931.00,168.00,0.27,0.23,0.52,0.80,0.68,0.30,2.76,2
1659726,902.00,952.00,860.00,774.00,811.00,929.00,168.00,0.28,0.23,0.53,0.80,0.68,0.30,2.76,2
1659785,902.00,951.00,861.00,773.00,811.00,932.00,167.00,0.27,0.23,0.52,0.81,0.68,0.29,2.76,2
1659846,902.00,951.00,859.00,774.00,811.00,934.00,168.00,0.28,0.23,0.53,0.80,0.68,0.29,2.76,2
1659907,906.00,953.00,860.00,774.00,810.00,935.00,171.00,0.28,0.23,0.53,0.80,0.69,0.28,2.75,2
1659969,902.00,952.00,858.00,771.00,811.00,935.00,168.00,0.28,0.23,0.53,0.81,0.68,0.28,2.76,2
1660029,906.00,951.00,858.00,772.00,810.00,931.00,166.00,0.28,0.23,0.53,0.81,0.69,0.30,2.76,2
1660090,905.00,951.00,860.00,775.00,810.00,931.00,168.00,0.28,0.23,0.53,0.80,0.69,0.30,2.76,2
1660151,906.00,952.00,859.00,775.00,810.00,930.00,167.00,0.28,0.23,0.53,0.80,0.69,0.30,2.76,2
1660214,902.00,952.00,859.00,774.00,812.00,933.00,242.00,0.27,0.23,0.53,0.80,0.68,0.29,2.52,2
1660276,902.00,952.00,859.00,772.00,811.00,932.00,243.00,0.28,0.23,0.53,0.81,0.68,0.29,2.52,2
1660336,902.00,952.00,859.00,771.00,810.00,932.00,242.00,0.28,0.23,0.53,0.81,0.69,0.29,2.52,2
1660396,906.00,952.00,858.00,773.00,811.00,931.00,234.00,0.28,0.23,0.53,0.81,0.68,0.30,2.55,2
1660456,906.00,952.00,858.00,771.00,809.00,934.00,246.00,0.28,0.23,0.53,0.81,0.69,0.29,2.51,2
