ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3322769,901.00,930.00,796.00,760.00,840.00,908.00,858.00,0.33,0.30,1.44,0.85,0.59,0.37,0.53,2
3322829,901.00,925.00,792.00,760.00,820.00,879.00,805.00,0.33,0.32,1.42,0.85,0.65,0.46,0.70,2
3322888,907.00,925.00,791.00,760.00,820.00,858.00,694.00,0.34,0.32,1.43,0.85,0.65,0.53,1.06,2
3322948,902.00,925.00,792.00,762.00,818.00,931.00,930.00,0.33,0.32,1.42,0.84,0.66,0.30,0.30,2
3323008,902.00,926.00,792.00,762.00,819.00,931.00,649.00,0.33,0.31,1.42,0.84,0.66,0.30,1.21,2
3323068,901.00,926.00,792.00,763.00,817.00,930.00,781.00,0.33,0.31,1.42,0.84,0.66,0.30,0.78,2
3323128,906.00,925.00,791.00,763.00,819.00,930.00,612.00,0.35,0.32,1.43,0.84,0.66,0.30,1.33,2
3323187,905.00,925.00,791.00,762.00,820.00,930.00,588.00,0.35,0.32,1.43,0.84,0.65,0.30,1.40,2
3323248,902.00,926.00,799.00,762.00,819.00,931.00,630.00,0.33,0.31,1.43,0.84,0.66,0.30,1.27,2
3323307,900.00,922.00,899.00,765.00,819.00,581.00,604.00,0.33,0.33,1.43,0.83,0.66,1.43,1.35,2
3323367,908.00,925.00,897.00,762.00,819.00,650.00,502.00,0.34,0.32,1.44,0.84,0.66,1.20,1.68,2
3323427,909.00,923.00,896.00,761.00,819.00,567.00,633.00,0.34,0.32,1.44,0.85,0.66,1.47,1.26,2
3323487,902.00,924.00,896.00,761.00,814.00,603.00,423.00,0.36,0.32,1.44,0.85,0.67,1.35,1.94,2
3323546,909.00,923.00,894.00,760.00,813.00,798.00,508.00,0.37,0.32,1.45,0.85,0.68,0.73,1.66,2
3323606,900.00,923.00,894.00,760.00,812.00,781.00,428.00,0.36,0.32,1.45,0.85,0.68,0.78,1.92,2
3323667,909.00,922.00,892.00,758.00,813.00,792.00,444.00,0.37,0.33,1.45,0.85,0.68,0.75,1.87,2
3323727,908.00,924.00,894.00,758.00,810.00,788.00,411.00,0.37,0.32,1.45,0.85,0.69,0.76,1.97,2
3323786,908.00,922.00,892.00,757.00,809.00,777.00,410.00,0.37,0.33,1.45,0.86,0.69,0.79,1.98,2
3323846,907.00,923.00,893.00,757.00,806.00,769.00,405.00,0.37,0.32,1.45,0.86,0.70,0.82,1.99,2
3323906,907.00,922.00,792.00,757.00,808.00,772.00,432.00,0.37,0.33,1.45,0.86,0.69,0.81,1.91,2
3323966,909.00,923.00,892.00,758.00,808.00,782.00,429.00,0.37,0.32,1.45,0.85,0.69,0.78,1.92,2
3324026,909.00,923.00,794.00,759.00,810.00,928.00,349.00,0.37,0.32,1.45,0.85,0.69,0.31,2.17,2
3324086,909.00,923.00,896.00,761.00,812.00,784.00,542.00,0.34,0.32,1.44,0.85,0.68,0.77,1.55,2
3324147,907.00,926.00,891.00,766.00,818.00,869.00,625.00,0.34,0.31,1.43,0.83,0.66,0.50,1.28,2
