ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
1682478,900.00,950.00,827.00,778.00,809.00,933.00,242.00,0.28,0.24,0.63,0.79,0.69,0.29,2.52,2
1682538,900.00,953.00,850.00,785.00,812.00,920.00,188.00,0.27,0.23,0.56,0.77,0.68,0.33,2.69,2
1682598,900.00,953.00,864.00,783.00,811.00,862.00,191.00,0.27,0.23,0.51,0.77,0.68,0.52,2.68,2
1682658,900.00,953.00,866.00,779.00,810.00,895.00,187.00,0.26,0.23,0.51,0.79,0.69,0.41,2.70,2
1682718,901.00,953.00,867.00,779.00,812.00,904.00,187.00,0.26,0.23,0.50,0.79,0.68,0.38,2.70,2
1682778,905.00,953.00,865.00,781.00,814.00,854.00,184.00,0.25,0.23,0.51,0.78,0.67,0.55,2.71,2
1682838,902.00,954.00,863.00,779.00,814.00,888.00,179.00,0.26,0.22,0.52,0.79,0.67,0.44,2.72,2
1682897,902.00,953.00,861.00,784.00,814.00,878.00,173.00,0.26,0.23,0.52,0.77,0.67,0.47,2.74,2
1682957,900.00,953.00,864.00,780.00,813.00,891.00,179.00,0.27,0.23,0.51,0.78,0.68,0.43,2.72,2
1683017,900.00,955.00,862.00,778.00,814.00,890.00,178.00,0.28,0.22,0.52,0.79,0.67,0.43,2.73,2
1683078,900.00,953.00,862.00,775.00,812.00,887.00,173.00,0.27,0.23,0.52,0.80,0.68,0.44,2.74,2
1683138,900.00,952.00,861.00,776.00,812.00,877.00,182.00,0.27,0.23,0.52,0.80,0.68,0.47,2.71,2
1683197,900.00,953.00,861.00,776.00,812.00,888.00,298.00,0.27,0.23,0.52,0.80,0.68,0.44,2.34,2
1683258,900.00,953.00,860.00,774.00,812.00,893.00,286.00,0.27,0.23,0.53,0.80,0.68,0.42,2.38,2
1683317,900.00,952.00,859.00,775.00,812.00,877.00,290.00,0.27,0.23,0.53,0.80,0.68,0.47,2.36,2
1683378,900.00,952.00,860.00,775.00,818.00,895.00,392.00,0.27,0.23,0.53,0.80,0.66,0.41,2.04,2
1683438,901.00,952.00,858.00,773.00,810.00,909.00,414.00,0.26,0.23,0.53,0.81,0.69,0.37,1.96,2
1683498,901.00,952.00,858.00,773.00,808.00,901.00,443.00,0.26,0.23,0.53,0.81,0.69,0.39,1.87,2
1683558,901.00,953.00,860.00,773.00,809.00,909.00,448.00,0.26,0.23,0.53,0.81,0.69,0.37,1.85,2
1683617,903.00,948.00,861.00,771.00,808.00,925.00,556.00,0.26,0.24,0.52,0.81,0.69,0.32,1.51,2
1683678,900.00,951.00,860.00,771.00,808.00,902.00,348.00,0.27,0.23,0.53,0.81,0.69,0.39,2.18,2
1683738,900.00,953.00,859.00,771.00,809.00,906.00,403.00,0.27,0.23,0.53,0.81,0.69,0.38,2.00,2
1683797,903.00,953.00,857.00,771.00,812.00,905.00,405.00,0.29,0.23,0.54,0.81,0.68,0.38,1.99,2
1683857,909.00,950.00,863.00,774.00,811.00,908.00,368.00,0.27,0.24,0.52,0.80,0.68,0.37,2.11,2
