ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
515188,901,225,864,759,821,947,148,0.37,2.57,0.51,0.85,0.65,0.25,2.82,4
515247,901,224,863,759,822,948,150,0.37,2.58,0.52,0.85,0.65,0.24,2.82,4
515307,902,225,859,758,822,947,150,0.37,2.57,0.53,0.85,0.65,0.25,2.82,4
515367,902,222,855,756,821,947,149,0.37,2.58,0.54,0.86,0.65,0.25,2.82,4
515426,900,223,856,756,820,947,149,0.36,2.58,0.54,0.86,0.65,0.25,2.82,4
515486,901,222,854,755,821,945,149,0.37,2.58,0.55,0.86,0.65,0.25,2.82,4
515546,901,222,852,755,821,945,150,0.37,2.58,0.55,0.86,0.65,0.25,2.82,4
515605,901,222,852,754,820,945,149,0.37,2.58,0.55,0.87,0.65,0.25,2.82,4
515665,901,229,848,754,818,945,155,0.38,2.56,0.56,0.87,0.66,0.25,2.8,4
515725,900,223,850,755,821,945,150,0.4,2.58,0.56,0.86,0.65,0.25,2.82,4
