ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
582315,883,224,875,753,825,953,153,0.45,2.58,0.48,0.87,0.64,0.23,2.81,4
582375,877,224,875,753,823,951,152,0.47,2.58,0.48,0.87,0.65,0.23,2.81,4
582434,882,230,869,752,823,951,154,0.45,2.56,0.5,0.87,0.65,0.23,2.8,4
582495,888,224,867,750,823,950,152,0.44,2.58,0.5,0.88,0.65,0.24,2.81,4
582554,885,223,867,748,824,950,152,0.45,2.58,0.5,0.89,0.64,0.24,2.81,4
582614,886,220,864,749,823,949,153,0.44,2.59,0.51,0.88,0.65,0.24,2.81,4
582674,886,221,864,749,825,949,152,0.44,2.59,0.51,0.88,0.64,0.24,2.81,4
582734,884,223,862,749,824,949,152,0.45,2.58,0.52,0.88,0.64,0.24,2.81,4
582794,883,221,863,749,823,949,152,0.45,2.59,0.52,0.88,0.65,0.24,2.81,4
582853,881,221,864,747,822,948,152,0.46,2.59,0.51,0.89,0.65,0.24,2.81,4
582913,883,223,864,746,821,949,152,0.45,2.58,0.51,0.89,0.65,0.24,2.81,4
