ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
10726561,936,623,871,784,842,958,777,0.28,1.29,0.49,0.77,0.58,0.21,0.79,6
10726800,941,284,877,778,830,954,172,0.26,2.38,0.47,0.79,0.62,0.22,2.75,6
10726860,942,275,879,781,832,954,163,0.26,2.41,0.46,0.78,0.62,0.22,2.77,6
10726920,941,270,878,781,836,954,161,0.26,2.43,0.47,0.78,0.6,0.22,2.78,6
10726980,941,271,872,782,830,953,160,0.26,2.43,0.49,0.78,0.62,0.23,2.78,6
10727040,941,279,872,784,832,953,165,0.26,2.4,0.49,0.77,0.62,0.23,2.77,6
10727099,945,758,877,785,862,963,957,0.25,0.85,0.47,0.77,0.52,0.19,0.21,6
10727159,956,966,885,785,979,980,982,0.22,0.18,0.45,0.77,0.14,0.14,0.13,6
10727219,955,958,879,790,902,970,968,0.22,0.21,0.46,0.75,0.39,0.17,0.18,6
10727278,938,960,878,782,907,969,971,0.27,0.2,0.47,0.78,0.37,0.17,0.17,6
10727816,943,298,873,783,862,958,192,0.26,2.34,0.48,0.77,0.52,0.21,2.68,6
10727875,942,278,873,785,846,955,168,0.26,2.4,0.48,0.77,0.57,0.22,2.76,6
10727935,941,277,871,785,841,954,171,0.26,2.41,0.49,0.77,0.59,0.22,2.75,6
10727995,941,282,869,786,842,954,169,0.26,2.39,0.5,0.76,0.58,0.22,2.75,6
10728055,941,282,867,790,828,952,165,0.26,2.39,0.5,0.75,0.63,0.23,2.77,6
10728115,941,289,870,793,830,953,182,0.26,2.37,0.49,0.74,0.62,0.23,2.71,6
