ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3107825,918.00,922.00,871.00,758.00,819.00,885.00,709.00,0.34,0.33,1.46,0.85,0.66,0.45,1.01,1
3107884,909.00,531.00,870.00,757.00,815.00,840.00,479.00,0.37,1.59,1.46,0.86,0.67,0.59,1.75,1
3107944,911.00,495.00,871.00,756.00,816.00,770.00,364.00,0.36,1.70,1.46,0.86,0.67,0.82,2.13,1
3108004,911.00,441.00,869.00,756.00,816.00,753.00,363.00,0.36,1.88,1.46,0.86,0.67,0.87,2.13,1
3108064,910.00,357.00,868.00,756.00,818.00,786.00,429.00,0.36,2.15,1.47,0.86,0.66,0.76,1.92,1
3108123,910.00,685.00,870.00,757.00,820.00,852.00,621.00,0.36,1.09,1.46,0.86,0.65,0.55,1.30,1
3108184,920.00,923.00,871.00,757.00,821.00,907.00,834.00,0.33,0.32,1.46,0.86,0.65,0.37,0.61,1
3108243,914.00,611.00,880.00,755.00,818.00,772.00,322.00,0.35,1.33,1.43,0.86,0.66,0.81,2.26,1
3108303,910.00,370.00,871.00,756.00,814.00,739.00,276.00,0.36,2.11,1.46,0.86,0.67,0.92,2.41,1
3108363,909.00,361.00,866.00,753.00,817.00,727.00,283.00,0.37,2.14,1.47,0.87,0.66,0.95,2.39,1
3108423,908.00,350.00,864.00,751.00,814.00,704.00,278.00,0.37,2.17,1.48,0.88,0.67,1.03,2.40,1
3108483,909.00,519.00,865.00,754.00,815.00,744.00,401.00,0.37,1.63,1.48,0.87,0.67,0.90,2.01,1
3108543,913.00,924.00,876.00,757.00,823.00,929.00,930.00,0.35,0.32,1.44,0.86,0.65,0.30,0.30,1
