ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
4249660,911.00,921.00,868.00,746.00,802.00,917.00,874.00,0.36,0.33,1.47,0.89,0.71,0.34,0.48,6
4249719,910.00,460.00,865.00,744.00,803.00,843.00,464.00,0.36,1.82,1.48,0.90,0.71,0.58,1.80,6
4249779,913.00,523.00,866.00,745.00,804.00,796.00,345.00,0.35,1.61,1.47,0.90,0.71,0.73,2.19,6
4249839,904.00,506.00,866.00,745.00,805.00,861.00,519.00,0.38,1.67,1.47,0.90,0.70,0.52,1.63,6
4249899,914.00,923.00,869.00,748.00,813.00,922.00,920.00,0.35,0.32,1.46,0.89,0.68,0.33,0.33,6
4249958,911.00,923.00,884.00,755.00,825.00,929.00,930.00,0.36,0.32,1.42,0.86,0.64,0.30,0.30,6
4250018,937.00,944.00,850.00,724.00,812.00,951.00,950.00,0.28,0.25,0.56,0.96,0.68,0.23,0.24,6
4250078,934.00,941.00,814.00,727.00,811.00,946.00,946.00,0.29,0.26,0.67,0.95,0.68,0.25,0.25,6
4250138,908.00,919.00,873.00,749.00,813.00,925.00,924.00,0.37,0.34,1.45,0.88,0.68,0.32,0.32,6
4250198,906.00,390.00,868.00,746.00,810.00,922.00,862.00,0.38,2.04,1.47,0.89,0.69,0.33,0.52,6
4250258,905.00,266.00,870.00,748.00,809.00,903.00,223.00,0.38,2.44,1.46,0.89,0.69,0.39,2.58,6
4250317,905.00,253.00,874.00,749.00,810.00,905.00,213.00,0.38,2.48,1.45,0.88,0.69,0.38,2.61,6
4250377,905.00,322.00,873.00,749.00,814.00,915.00,359.00,0.38,2.26,1.45,0.88,0.67,0.35,2.14,6
4250437,916.00,923.00,880.00,754.00,823.00,928.00,927.00,0.35,0.32,1.43,0.87,0.65,0.31,0.31,6
