ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
921471,928,943,667,767,773,948,952,0.31,0.26,0.5,0.83,0.81,0.24,0.23,7
921530,928,942,671,766,768,948,949,0.31,0.26,0.49,0.83,0.82,0.24,0.24,7
921590,926,941,671,764,767,947,950,0.31,0.26,0.49,0.84,0.83,0.25,0.24,7
921650,926,942,674,763,764,949,952,0.31,0.26,0.48,0.84,0.84,0.24,0.23,7
921710,926,942,670,764,761,946,950,0.31,0.26,0.49,0.84,0.85,0.25,0.24,7
921770,926,942,672,765,758,946,951,0.31,0.26,0.49,0.83,0.85,0.25,0.23,7
921830,925,941,672,764,757,946,949,0.32,0.26,0.49,0.84,0.86,0.25,0.24,7
921889,926,942,672,766,756,946,950,0.31,0.26,0.49,0.83,0.86,0.25,0.24,7
921949,926,942,672,767,755,946,950,0.31,0.26,0.49,0.83,0.86,0.25,0.24,7
922009,927,942,673,767,752,946,949,0.31,0.26,0.48,0.83,0.87,0.25,0.24,7
922068,926,942,674,767,751,945,950,0.31,0.26,0.48,0.83,0.88,0.25,0.24,7
922128,925,942,672,768,748,946,949,0.32,0.26,0.49,0.82,0.89,0.25,0.24,7
922188,924,944,673,768,747,945,948,0.32,0.25,0.48,0.82,0.89,0.25,0.24,7
922248,926,942,673,769,746,945,948,0.31,0.26,0.48,0.82,0.89,0.25,0.24,7
922307,926,942,671,770,744,945,948,0.31,0.26,0.49,0.82,0.9,0.25,0.24,7
922367,926,942,671,773,743,945,949,0.31,0.26,0.49,0.81,0.9,0.25,0.24,7
922427,927,943,671,772,741,945,948,0.31,0.26,0.49,0.81,0.91,0.25,0.24,7
922487,925,941,671,772,740,943,947,0.32,0.26,0.49,0.81,0.91,0.26,0.25,7
922547,926,943,672,771,737,942,948,0.31,0.26,0.49,0.81,0.92,0.26,0.24,7
922606,926,943,673,777,743,945,949,0.31,0.26,0.48,0.79,0.9,0.25,0.24,7
