ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
434428,919,433,824,791,838,934,938,0.34,1.9,1.29,0.75,0.6,0.29,0.27,3
434488,921,366,825,792,836,936,938,0.33,2.12,1.28,0.75,0.6,0.28,0.27,3
434548,920,372,824,792,836,935,939,0.33,2.1,1.29,0.75,0.6,0.28,0.27,3
434608,919,379,824,793,837,935,937,0.34,2.08,1.29,0.74,0.6,0.28,0.28,3
434667,918,342,825,792,836,936,937,0.34,2.2,1.28,0.75,0.6,0.28,0.28,3
434727,920,340,825,792,835,936,938,0.33,2.2,1.28,0.75,0.61,0.28,0.27,3
434787,919,335,825,790,836,936,938,0.34,2.22,1.28,0.75,0.6,0.28,0.27,3
434847,919,339,824,789,835,936,938,0.34,2.21,1.29,0.75,0.61,0.28,0.27,3
434906,919,336,824,789,835,935,939,0.34,2.22,1.29,0.75,0.61,0.28,0.27,3
434966,918,327,825,787,834,935,937,0.34,2.25,1.28,0.76,0.61,0.28,0.28,3
435026,918,327,825,788,836,935,936,0.34,2.25,1.28,0.76,0.6,0.28,0.28,3
435086,919,323,825,788,836,935,938,0.34,2.26,1.28,0.76,0.6,0.28,0.27,3
435146,919,322,825,789,836,935,936,0.34,2.26,1.28,0.75,0.6,0.28,0.28,3
435206,919,318,824,789,836,936,937,0.34,2.27,1.29,0.75,0.6,0.28,0.28,3
435265,920,334,824,790,836,935,939,0.33,2.22,1.29,0.75,0.6,0.28,0.27,3
435325,918,342,824,790,835,937,940,0.34,2.2,1.29,0.75,0.61,0.28,0.27,3
435385,921,330,825,789,836,936,938,0.33,2.24,1.28,0.75,0.6,0.28,0.27,3
435445,921,320,824,788,837,935,938,0.33,2.27,1.29,0.76,0.6,0.28,0.27,3
435505,918,330,824,789,837,935,939,0.34,2.24,1.29,0.75,0.6,0.28,0.27,3
435565,919,390,825,794,837,937,939,0.34,2.04,1.28,0.74,0.6,0.28,0.27,3
