ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
333983,901,940,808,767,828,822,180,0.37,0.27,0.69,0.83,0.63,0.65,2.72,2
334043,904,948,806,767,825,806,183,0.38,0.24,0.7,0.83,0.64,0.7,2.71,2
334102,901,940,806,766,826,796,181,0.38,0.27,0.7,0.83,0.64,0.73,2.72,2
334162,892,941,807,765,828,780,182,0.42,0.26,0.7,0.83,0.63,0.78,2.71,2
334222,900,940,806,765,827,764,180,0.4,0.27,0.7,0.83,0.63,0.84,2.72,2
334282,901,940,806,764,826,790,178,0.39,0.27,0.7,0.84,0.64,0.75,2.73,2
334341,901,942,806,766,827,773,179,0.37,0.26,0.7,0.83,0.63,0.81,2.72,2
334401,901,941,806,764,830,757,180,0.37,0.26,0.7,0.84,0.62,0.86,2.72,2
334461,901,941,808,764,831,767,179,0.37,0.26,0.69,0.84,0.62,0.83,2.72,2
334520,903,940,809,762,831,812,178,0.39,0.27,0.69,0.84,0.62,0.68,2.73,2
334580,899,941,811,761,832,798,178,0.4,0.26,0.68,0.85,0.62,0.73,2.73,2
334640,870,939,811,756,834,800,172,0.49,0.27,0.68,0.86,0.61,0.72,2.75,2
334700,867,942,811,760,832,814,176,0.5,0.26,0.68,0.85,0.62,0.67,2.73,2
334759,898,940,807,766,835,901,178,0.4,0.27,0.7,0.83,0.61,0.39,2.73,2
