ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3655609,913.00,611.00,862.00,748.00,802.00,923.00,924.00,0.35,1.33,1.49,0.89,0.71,0.32,0.32,3
3655669,913.00,336.00,860.00,747.00,804.00,919.00,923.00,0.35,2.22,1.49,0.89,0.71,0.34,0.32,3
3655729,912.00,289.00,861.00,747.00,807.00,917.00,922.00,0.36,2.37,1.49,0.89,0.70,0.34,0.33,3
3655789,911.00,272.00,859.00,747.00,804.00,921.00,923.00,0.36,2.42,1.50,0.89,0.71,0.33,0.32,3
3655850,913.00,275.00,859.00,747.00,802.00,936.00,922.00,0.35,2.41,1.50,0.89,0.71,0.28,0.33,3
3655909,913.00,274.00,858.00,747.00,802.00,922.00,924.00,0.35,2.42,1.50,0.89,0.71,0.33,0.32,3
3655970,926.00,266.00,858.00,746.00,801.00,923.00,923.00,0.38,2.44,1.50,0.89,0.72,0.32,0.32,3
3656030,925.00,266.00,858.00,745.00,802.00,923.00,921.00,0.38,2.44,1.50,0.90,0.71,0.32,0.33,3
3656090,924.00,284.00,857.00,744.00,802.00,923.00,923.00,0.38,2.38,1.50,0.90,0.71,0.32,0.32,3
3656150,924.00,261.00,857.00,745.00,802.00,922.00,922.00,0.38,2.46,1.50,0.90,0.71,0.33,0.33,3
3656210,926.00,271.00,857.00,744.00,802.00,923.00,923.00,0.38,2.43,1.50,0.90,0.71,0.32,0.32,3
3656270,925.00,294.00,857.00,745.00,801.00,923.00,922.00,0.38,2.35,1.50,0.90,0.72,0.32,0.33,3
3656330,927.00,277.00,857.00,744.00,802.00,923.00,922.00,0.37,2.41,1.50,0.90,0.71,0.32,0.33,3
3656390,926.00,260.00,857.00,744.00,801.00,922.00,923.00,0.38,2.46,1.50,0.90,0.72,0.33,0.32,3
3656450,924.00,262.00,852.00,741.00,797.00,922.00,921.00,0.38,2.45,1.52,0.91,0.73,0.33,0.33,3
3656510,924.00,262.00,851.00,741.00,799.00,922.00,921.00,0.38,2.45,1.52,0.91,0.72,0.33,0.33,3
3656570,921.00,261.00,850.00,741.00,798.00,921.00,921.00,0.39,2.46,1.53,0.91,0.73,0.33,0.33,3
3656629,922.00,260.00,851.00,740.00,798.00,920.00,921.00,0.39,2.46,1.52,0.91,0.73,0.33,0.33,3
3656689,922.00,266.00,852.00,740.00,799.00,922.00,920.00,0.39,2.44,1.52,0.91,0.72,0.33,0.33,3
3656749,921.00,330.00,851.00,741.00,800.00,921.00,921.00,0.36,2.24,1.52,0.91,0.72,0.33,0.33,3
3656809,923.00,516.00,855.00,746.00,805.00,923.00,923.00,0.35,1.64,1.51,0.89,0.70,0.32,0.32,3
