ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
2077024,942.00,639.00,856.00,775.00,873.00,962.00,960.00,0.26,1.24,0.54,0.80,0.48,0.20,0.20,3
2077084,947.00,451.00,864.00,777.00,860.00,963.00,959.00,0.25,1.85,0.51,0.79,0.53,0.19,0.21,3
2077145,939.00,955.00,870.00,776.00,839.00,961.00,956.00,0.27,0.22,0.49,0.80,0.59,0.20,0.22,3
2077205,940.00,401.00,870.00,773.00,848.00,960.00,956.00,0.27,2.01,0.49,0.81,0.56,0.20,0.22,3
2077265,941.00,396.00,870.00,775.00,859.00,961.00,958.00,0.26,2.02,0.49,0.80,0.53,0.20,0.21,3
2077324,942.00,430.00,867.00,775.00,855.00,963.00,957.00,0.26,1.91,0.50,0.80,0.54,0.19,0.21,3
2077384,940.00,455.00,865.00,773.00,863.00,963.00,958.00,0.27,1.83,0.51,0.81,0.52,0.19,0.21,3
2077444,939.00,454.00,861.00,773.00,853.00,961.00,956.00,0.27,1.84,0.52,0.81,0.55,0.20,0.22,3
2077504,940.00,483.00,860.00,774.00,851.00,960.00,954.00,0.27,1.74,0.53,0.80,0.55,0.20,0.22,3
2077564,939.00,558.00,858.00,774.00,851.00,959.00,956.00,0.27,1.50,0.53,0.80,0.55,0.21,0.22,3
2077624,939.00,551.00,856.00,773.00,852.00,960.00,956.00,0.27,1.52,0.54,0.81,0.55,0.20,0.22,3
2077684,947.00,377.00,866.00,782.00,861.00,964.00,959.00,0.25,2.08,0.51,0.78,0.52,0.19,0.21,3
