ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
570746,876,253,852,761,827,951,158,0.47,2.48,0.55,0.85,0.63,0.23,2.79,4
570806,863,251,847,757,825,950,158,0.52,2.49,0.57,0.86,0.64,0.24,2.79,4
570865,854,252,846,758,825,949,161,0.55,2.49,0.57,0.85,0.64,0.24,2.78,4
570925,849,251,846,756,824,949,161,0.56,2.49,0.57,0.86,0.64,0.24,2.78,4
570985,850,246,844,756,823,947,161,0.56,2.51,0.58,0.86,0.65,0.25,2.78,4
571045,841,245,843,755,823,945,160,0.59,2.51,0.58,0.86,0.65,0.25,2.78,4
571104,841,242,842,755,823,945,159,0.59,2.52,0.58,0.86,0.65,0.25,2.79,4
571164,842,240,842,756,823,944,156,0.58,2.53,0.58,0.86,0.65,0.25,2.8,4
571224,840,240,843,754,823,946,157,0.59,2.53,0.58,0.87,0.65,0.25,2.79,4
571283,852,245,842,754,822,945,153,0.55,2.51,0.58,0.87,0.65,0.25,2.81,4
571343,849,243,841,754,821,943,157,0.56,2.52,0.59,0.87,0.65,0.26,2.79,4
571403,855,243,841,754,822,944,157,0.54,2.52,0.59,0.87,0.65,0.25,2.79,4
571463,872,249,846,755,825,948,156,0.49,2.5,0.57,0.86,0.64,0.24,2.8,4
