ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
2613563,949.00,957.00,798.00,787.00,907.00,960.00,963.00,0.24,0.21,0.73,0.76,0.37,0.20,0.19,7
2613623,935.00,941.00,635.00,796.00,894.00,945.00,948.00,0.28,0.26,1.25,0.73,0.42,0.25,0.24,7
2613683,933.00,941.00,630.00,793.00,901.00,947.00,946.00,0.29,0.26,1.27,0.74,0.39,0.25,0.25,7
2613743,932.00,939.00,628.00,791.00,882.00,945.00,943.00,0.29,0.27,1.27,0.75,0.45,0.25,0.26,7
2613803,932.00,939.00,624.00,794.00,888.00,944.00,941.00,0.29,0.27,1.29,0.74,0.44,0.25,0.26,7
2613862,930.00,937.00,630.00,794.00,871.00,943.00,940.00,0.30,0.28,1.27,0.74,0.49,0.26,0.27,7
2613922,930.00,936.00,635.00,796.00,844.00,940.00,939.00,0.30,0.28,1.25,0.73,0.58,0.27,0.27,7
2613982,931.00,935.00,634.00,793.00,843.00,940.00,939.00,0.30,0.28,1.25,0.74,0.58,0.27,0.27,7
2614041,929.00,935.00,634.00,793.00,843.00,940.00,939.00,0.30,0.28,1.25,0.74,0.58,0.27,0.27,7
2614101,926.00,936.00,638.00,798.00,844.00,941.00,939.00,0.31,0.28,1.24,0.73,0.58,0.26,0.27,7
2614161,925.00,937.00,639.00,801.00,844.00,941.00,940.00,0.32,0.28,1.24,0.72,0.58,0.26,0.27,7
2614221,926.00,936.00,638.00,799.00,841.00,939.00,939.00,0.31,0.28,1.24,0.72,0.59,0.27,0.27,7
2614280,932.00,939.00,637.00,799.00,884.00,945.00,944.00,0.29,0.27,1.25,0.72,0.45,0.25,0.25,7
2614340,943.00,950.00,709.00,809.00,921.00,959.00,958.00,0.26,0.24,1.01,0.69,0.33,0.21,0.21,7
