ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
408384,919,434,828,792,842,937,939,0.34,1.9,1.27,0.75,0.58,0.28,0.27,3
408443,919,408,824,791,841,937,937,0.34,1.98,1.29,0.75,0.59,0.28,0.28,3
408503,918,446,823,792,840,937,937,0.34,1.86,1.29,0.75,0.59,0.28,0.28,3
408563,920,437,826,793,841,936,939,0.33,1.89,1.28,0.74,0.59,0.28,0.27,3
408623,920,403,825,792,842,937,938,0.33,2,1.28,0.75,0.58,0.28,0.27,3
408682,919,380,825,790,839,935,938,0.34,2.07,1.28,0.75,0.59,0.28,0.27,3
408742,920,390,825,789,835,935,939,0.33,2.04,1.28,0.75,0.61,0.28,0.27,3
408802,919,350,827,790,838,934,938,0.34,2.17,1.28,0.75,0.6,0.29,0.27,3
408862,919,354,825,791,837,936,939,0.34,2.16,1.28,0.75,0.6,0.28,0.27,3
408922,919,363,823,791,836,935,937,0.34,2.13,1.29,0.75,0.6,0.28,0.28,3
408981,919,375,825,791,837,936,939,0.34,2.09,1.28,0.75,0.6,0.28,0.27,3
409043,920,351,825,790,837,936,939,0.33,2.17,1.28,0.75,0.6,0.28,0.27,3
409103,919,352,827,789,833,935,939,0.34,2.16,1.28,0.75,0.61,0.28,0.27,3
409162,918,352,823,787,836,935,940,0.34,2.16,1.29,0.76,0.6,0.28,0.27,3
409222,918,353,823,790,835,935,937,0.34,2.16,1.29,0.75,0.61,0.28,0.28,3
409282,919,342,821,788,834,935,938,0.34,2.2,1.3,0.76,0.61,0.28,0.27,3
409342,919,351,823,790,835,936,938,0.34,2.17,1.29,0.75,0.61,0.28,0.27,3
409402,919,354,824,789,835,936,938,0.34,2.16,1.29,0.75,0.61,0.28,0.27,3
409462,919,342,822,789,836,936,938,0.34,2.2,1.29,0.75,0.6,0.28,0.27,3
409522,918,339,826,789,835,935,937,0.34,2.21,1.28,0.75,0.61,0.28,0.28,3
409582,919,344,822,791,836,935,938,0.34,2.19,1.29,0.75,0.6,0.28,0.27,3
409641,920,343,822,791,836,936,937,0.33,2.19,1.29,0.75,0.6,0.28,0.28,3
409701,919,336,822,790,832,935,939,0.34,2.22,1.29,0.75,0.62,0.28,0.27,3
409761,919,335,823,790,836,936,942,0.34,2.22,1.29,0.75,0.6,0.28,0.26,3
409821,919,337,824,790,835,935,939,0.34,2.21,1.29,0.75,0.61,0.28,0.27,3
409880,919,339,824,791,835,935,936,0.34,2.21,1.29,0.75,0.61,0.28,0.28,3
409941,919,370,824,792,837,936,939,0.34,2.11,1.29,0.75,0.6,0.28,0.27,3
410001,920,448,824,793,838,936,945,0.33,1.85,1.29,0.74,0.6,0.28,0.25,3
