ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
1910136,906.00,951.00,863.00,768.00,806.00,952.00,374.00,0.25,0.23,0.52,0.82,0.70,0.23,2.09,2
1910198,902.00,953.00,863.00,766.00,806.00,951.00,377.00,0.26,0.23,0.52,0.83,0.70,0.23,2.08,2
1910260,901.00,952.00,863.00,764.00,807.00,951.00,284.00,0.26,0.23,0.52,0.84,0.70,0.23,2.38,2
1910320,901.00,952.00,864.00,767.00,808.00,949.00,211.00,0.26,0.23,0.51,0.83,0.69,0.24,2.62,2
1910379,900.00,952.00,864.00,767.00,806.00,948.00,197.00,0.27,0.23,0.51,0.83,0.70,0.24,2.66,2
1910441,901.00,953.00,864.00,766.00,806.00,949.00,252.00,0.26,0.23,0.51,0.83,0.70,0.24,2.49,2
1910502,900.00,951.00,866.00,765.00,806.00,947.00,187.00,0.27,0.23,0.51,0.83,0.70,0.25,2.70,2
1910563,900.00,952.00,864.00,766.00,809.00,946.00,181.00,0.27,0.23,0.51,0.83,0.69,0.25,2.72,2
1910623,900.00,951.00,864.00,765.00,811.00,945.00,179.00,0.27,0.23,0.51,0.83,0.68,0.25,2.72,2
1910683,901.00,951.00,864.00,763.00,808.00,946.00,254.00,0.27,0.23,0.51,0.84,0.69,0.25,2.48,2
1910744,901.00,951.00,866.00,763.00,808.00,942.00,179.00,0.27,0.23,0.51,0.84,0.69,0.26,2.72,2
1910806,900.00,951.00,864.00,762.00,807.00,945.00,267.00,0.27,0.23,0.51,0.84,0.70,0.25,2.44,2
1910866,909.00,951.00,861.00,762.00,806.00,942.00,251.00,0.27,0.23,0.52,0.84,0.70,0.26,2.49,2
1910929,908.00,951.00,861.00,761.00,805.00,939.00,247.00,0.27,0.23,0.52,0.85,0.70,0.27,2.50,2
1910991,901.00,950.00,860.00,763.00,805.00,941.00,288.00,0.27,0.24,0.53,0.84,0.70,0.26,2.37,2
1911053,901.00,950.00,854.00,762.00,806.00,937.00,263.00,0.27,0.24,0.55,0.84,0.70,0.28,2.45,2
1911115,901.00,950.00,844.00,762.00,806.00,937.00,291.00,0.28,0.24,0.58,0.84,0.70,0.28,2.36,2
1911177,901.00,948.00,841.00,760.00,805.00,937.00,262.00,0.28,0.24,0.59,0.85,0.70,0.28,2.45,2
1911238,901.00,949.00,848.00,768.00,806.00,948.00,357.00,0.28,0.24,0.56,0.82,0.70,0.24,2.15,2
