ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
194984,901,928,830,793,837,892,198,0.34,0.31,1.27,0.74,0.6,0.42,2.66,2
195044,900,929,829,791,835,898,197,0.34,0.3,1.27,0.75,0.61,0.4,2.66,2
195104,900,926,821,786,831,887,193,0.34,0.31,1.3,0.76,0.62,0.44,2.68,2
195164,900,926,820,783,833,888,193,0.34,0.31,1.3,0.77,0.61,0.44,2.68,2
195223,900,925,822,782,835,883,195,0.34,0.32,1.29,0.78,0.61,0.45,2.67,2
195283,900,926,824,782,835,893,199,0.34,0.31,1.29,0.78,0.61,0.42,2.66,2
195343,905,926,821,778,834,887,194,0.35,0.31,1.3,0.79,0.61,0.44,2.67,2
195403,900,925,820,777,833,866,193,0.35,0.32,1.3,0.79,0.61,0.51,2.68,2
195463,905,926,823,778,836,888,188,0.35,0.31,1.29,0.79,0.6,0.44,2.69,2
195522,900,927,826,781,838,893,189,0.34,0.31,1.28,0.78,0.6,0.42,2.69,2
195582,900,926,826,780,837,844,190,0.35,0.31,1.28,0.78,0.6,0.58,2.69,2
195642,900,926,827,780,837,859,187,0.34,0.31,1.28,0.78,0.6,0.53,2.7,2
195702,900,924,827,780,836,859,186,0.35,0.32,1.28,0.78,0.6,0.53,2.7,2
195762,900,926,827,780,837,852,195,0.34,0.31,1.28,0.78,0.6,0.55,2.67,2
195822,900,927,828,784,838,860,192,0.34,0.31,1.27,0.77,0.6,0.53,2.68,2
195881,900,930,837,793,841,925,201,0.33,0.3,1.25,0.74,0.59,0.32,2.65,2
195941,903,930,829,801,839,939,771,0.32,0.3,1.27,0.72,0.59,0.27,0.81,2
