ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
10689560,915,942,870,768,821,956,955,0.35,0.26,0.49,0.82,0.65,0.22,0.22,5
10689620,915,940,870,767,823,956,957,0.35,0.27,0.49,0.83,0.65,0.22,0.21,5
10689680,915,939,868,770,807,954,953,0.35,0.27,0.5,0.82,0.7,0.22,0.23,5
10689739,915,939,870,769,809,955,953,0.35,0.27,0.49,0.82,0.69,0.22,0.23,5
10689799,915,939,867,773,810,954,953,0.35,0.27,0.5,0.81,0.69,0.22,0.23,5
10689858,917,939,868,772,821,957,958,0.34,0.27,0.5,0.81,0.65,0.21,0.21,5
10689918,915,939,868,770,823,956,955,0.35,0.27,0.5,0.82,0.65,0.22,0.22,5
10689978,917,940,869,769,823,956,955,0.34,0.27,0.5,0.82,0.65,0.22,0.22,5
