ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3211061,901.00,925.00,878.00,763.00,822.00,931.00,881.00,0.33,0.32,1.44,0.84,0.65,0.30,0.46,2
3211240,901.00,925.00,875.00,757.00,825.00,921.00,553.00,0.33,0.32,1.45,0.86,0.64,0.33,1.52,2
3211299,906.00,925.00,877.00,758.00,826.00,925.00,622.00,0.35,0.32,1.44,0.85,0.64,0.32,1.29,2
3211359,904.00,925.00,881.00,758.00,819.00,931.00,796.00,0.35,0.32,1.43,0.85,0.66,0.30,0.73,2
3211419,904.00,926.00,880.00,759.00,819.00,930.00,431.00,0.35,0.31,1.43,0.85,0.66,0.30,1.91,2
3211478,903.00,925.00,878.00,759.00,819.00,916.00,345.00,0.35,0.32,1.44,0.85,0.66,0.35,2.19,2
3211538,901.00,926.00,878.00,759.00,817.00,923.00,609.00,0.36,0.31,1.44,0.85,0.66,0.32,1.34,2
3211597,901.00,924.00,877.00,759.00,818.00,922.00,565.00,0.36,0.32,1.44,0.85,0.66,0.33,1.48,2
3211657,901.00,924.00,878.00,756.00,815.00,914.00,353.00,0.36,0.32,1.44,0.86,0.67,0.35,2.16,2
3211717,901.00,926.00,879.00,759.00,822.00,921.00,527.00,0.36,0.31,1.43,0.85,0.65,0.33,1.60,2
3211776,902.00,926.00,880.00,758.00,842.00,924.00,555.00,0.36,0.31,1.43,0.85,0.58,0.32,1.51,2
3211836,902.00,928.00,878.00,757.00,843.00,929.00,781.00,0.36,0.31,1.44,0.86,0.58,0.30,0.78,2
3211896,901.00,926.00,878.00,757.00,846.00,925.00,482.00,0.36,0.31,1.44,0.86,0.57,0.32,1.75,2
3211955,900.00,927.00,878.00,756.00,842.00,930.00,560.00,0.36,0.31,1.44,0.86,0.58,0.30,1.49,2
3212015,901.00,927.00,877.00,759.00,837.00,932.00,496.00,0.37,0.31,1.44,0.85,0.60,0.29,1.70,2
3212075,901.00,925.00,879.00,757.00,837.00,932.00,442.00,0.37,0.32,1.43,0.86,0.60,0.29,1.87,2
3212134,901.00,926.00,879.00,756.00,829.00,931.00,444.00,0.37,0.31,1.43,0.86,0.63,0.30,1.87,2
3212194,901.00,926.00,879.00,756.00,829.00,923.00,398.00,0.37,0.31,1.43,0.86,0.63,0.32,2.02,2
3212254,901.00,925.00,878.00,757.00,836.00,930.00,760.00,0.37,0.32,1.44,0.86,0.60,0.30,0.85,2
3212314,901.00,925.00,878.00,755.00,825.00,931.00,755.00,0.37,0.32,1.44,0.86,0.64,0.30,0.86,2
3212373,901.00,927.00,875.00,757.00,842.00,933.00,765.00,0.37,0.31,1.45,0.86,0.58,0.29,0.83,2
3212433,901.00,926.00,875.00,757.00,836.00,932.00,614.00,0.37,0.31,1.45,0.86,0.60,0.29,1.32,2
3212495,901.00,927.00,874.00,755.00,838.00,932.00,603.00,0.37,0.31,1.45,0.86,0.60,0.29,1.35,2
3212555,901.00,925.00,875.00,757.00,832.00,931.00,600.00,0.37,0.32,1.45,0.86,0.62,0.30,1.36,2
3212615,901.00,925.00,875.00,756.00,836.00,932.00,601.00,0.37,0.32,1.45,0.86,0.60,0.29,1.36,2
3212675,901.00,925.00,874.00,756.00,837.00,931.00,457.00,0.37,0.32,1.45,0.86,0.60,0.30,1.83,2
3212735,901.00,923.00,874.00,755.00,841.00,932.00,535.00,0.37,0.32,1.45,0.86,0.59,0.29,1.57,2
3212796,900.00,927.00,874.00,755.00,841.00,932.00,560.00,0.36,0.31,1.45,0.86,0.59,0.29,1.49,2
3212856,900.00,925.00,873.00,756.00,841.00,932.00,571.00,0.36,0.32,1.45,0.86,0.59,0.29,1.46,2
3212918,900.00,925.00,872.00,756.00,842.00,932.00,658.00,0.37,0.32,1.45,0.86,0.58,0.29,1.18,2
3212978,900.00,927.00,871.00,755.00,841.00,933.00,796.00,0.37,0.31,1.46,0.86,0.59,0.29,0.73,2
3213038,900.00,928.00,872.00,755.00,842.00,932.00,646.00,0.36,0.31,1.45,0.86,0.58,0.29,1.22,2
3213098,902.00,925.00,874.00,756.00,829.00,932.00,821.00,0.36,0.32,1.45,0.86,0.63,0.29,0.65,2
