ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
4093052,917.00,923.00,881.00,765.00,819.00,928.00,927.00,0.34,0.32,1.43,0.83,0.66,0.31,0.31,6
4093112,917.00,639.00,880.00,764.00,823.00,924.00,578.00,0.34,1.24,1.43,0.84,0.65,0.32,1.44,6
4093172,919.00,862.00,881.00,765.00,822.00,927.00,816.00,0.34,0.52,1.43,0.83,0.65,0.31,0.67,6
4093231,920.00,925.00,884.00,766.00,828.00,930.00,927.00,0.33,0.32,1.42,0.83,0.63,0.30,0.31,6
4093292,922.00,928.00,888.00,769.00,838.00,932.00,932.00,0.33,0.31,1.40,0.82,0.60,0.29,0.29,6
4093352,922.00,928.00,803.00,763.00,836.00,932.00,932.00,0.33,0.31,1.35,0.84,0.60,0.29,0.29,6
4093411,926.00,931.00,886.00,763.00,898.00,933.00,939.00,0.31,0.30,1.41,0.84,0.40,0.29,0.27,6
4093471,920.00,927.00,880.00,765.00,836.00,929.00,928.00,0.33,0.31,1.43,0.83,0.60,0.30,0.31,6
4093531,912.00,847.00,881.00,761.00,828.00,924.00,517.00,0.36,0.57,1.43,0.85,0.63,0.32,1.63,6
4093590,918.00,473.00,881.00,764.00,824.00,924.00,533.00,0.34,1.77,1.43,0.84,0.64,0.32,1.58,6
4093650,920.00,925.00,882.00,765.00,834.00,930.00,930.00,0.33,0.32,1.42,0.83,0.61,0.30,0.30,6
