ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
10666838,916,939,849,770,808,952,952,0.35,0.27,0.56,0.82,0.69,0.23,0.23,5
10666898,915,938,848,769,807,951,951,0.35,0.27,0.56,0.82,0.7,0.23,0.23,5
10666957,914,940,846,769,805,951,951,0.35,0.27,0.57,0.82,0.7,0.23,0.23,5
10667017,913,940,845,767,801,950,951,0.35,0.27,0.57,0.83,0.72,0.24,0.23,5
10667076,913,937,845,768,799,950,949,0.35,0.28,0.57,0.82,0.72,0.24,0.24,5
10667136,914,937,845,765,801,950,949,0.35,0.28,0.57,0.83,0.72,0.24,0.24,5
10667196,912,939,847,766,801,951,951,0.36,0.27,0.57,0.83,0.72,0.23,0.23,5
10667255,913,936,849,764,803,951,950,0.35,0.28,0.56,0.84,0.71,0.23,0.24,5
10667315,915,938,850,764,807,951,950,0.35,0.27,0.56,0.84,0.7,0.23,0.24,5
10667374,915,938,852,763,811,952,952,0.35,0.27,0.55,0.84,0.68,0.23,0.23,5
10667434,913,939,857,763,798,952,950,0.35,0.27,0.54,0.84,0.73,0.23,0.24,5
10667494,912,938,859,762,799,951,952,0.36,0.27,0.53,0.84,0.72,0.23,0.23,5
10667554,914,940,861,764,810,952,953,0.35,0.27,0.52,0.84,0.69,0.23,0.23,5
