ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3288685,904.00,929.00,790.00,763.00,840.00,934.00,840.00,0.32,0.30,1.40,0.84,0.59,0.29,0.59,2
3288807,902.00,928.00,789.00,762.00,826.00,933.00,616.00,0.33,0.31,1.40,0.84,0.64,0.29,1.31,2
3288868,902.00,928.00,790.00,762.00,823.00,932.00,657.00,0.33,0.31,1.40,0.84,0.65,0.29,1.18,2
3288928,901.00,927.00,798.00,760.00,845.00,935.00,606.00,0.34,0.31,1.40,0.85,0.57,0.28,1.35,2
3288988,901.00,929.00,797.00,760.00,840.00,934.00,722.00,0.34,0.30,1.41,0.85,0.59,0.29,0.97,2
3289047,901.00,927.00,792.00,761.00,841.00,934.00,707.00,0.34,0.31,1.42,0.85,0.59,0.29,1.02,2
3289109,901.00,928.00,797.00,763.00,826.00,932.00,692.00,0.35,0.31,1.41,0.84,0.64,0.29,1.07,2
3289169,901.00,927.00,794.00,765.00,830.00,927.00,652.00,0.34,0.31,1.42,0.83,0.62,0.31,1.20,2
3289229,901.00,927.00,799.00,766.00,837.00,932.00,318.00,0.35,0.31,1.43,0.83,0.60,0.29,2.27,2
3289289,904.00,926.00,791.00,765.00,825.00,922.00,451.00,0.35,0.31,1.43,0.83,0.64,0.33,1.85,2
3289349,900.00,926.00,792.00,764.00,819.00,921.00,392.00,0.36,0.31,1.42,0.84,0.66,0.33,2.04,2
3289410,901.00,924.00,791.00,765.00,818.00,916.00,395.00,0.37,0.32,1.43,0.83,0.66,0.35,2.03,2
3289471,902.00,925.00,799.00,763.00,816.00,906.00,301.00,0.33,0.32,1.43,0.84,0.67,0.38,2.33,2
3289530,901.00,926.00,799.00,765.00,820.00,893.00,303.00,0.33,0.31,1.43,0.83,0.65,0.42,2.32,2
3289590,900.00,927.00,799.00,762.00,811.00,901.00,298.00,0.33,0.31,1.43,0.84,0.68,0.39,2.34,2
3289650,901.00,923.00,798.00,761.00,810.00,904.00,296.00,0.33,0.32,1.44,0.85,0.69,0.38,2.35,2
3289710,900.00,924.00,796.00,761.00,810.00,901.00,302.00,0.33,0.32,1.44,0.85,0.69,0.39,2.33,2
3289771,906.00,923.00,790.00,757.00,808.00,897.00,300.00,0.38,0.32,1.46,0.86,0.69,0.41,2.33,2
3289831,908.00,923.00,790.00,757.00,807.00,880.00,315.00,0.37,0.32,1.46,0.86,0.70,0.46,2.28,2
3289890,901.00,922.00,799.00,760.00,803.00,887.00,297.00,0.37,0.33,1.46,0.85,0.71,0.44,2.34,2
3289950,907.00,923.00,798.00,759.00,797.00,865.00,329.00,0.37,0.32,1.47,0.85,0.73,0.51,2.24,2
3290010,901.00,923.00,798.00,759.00,793.00,862.00,299.00,0.37,0.32,1.47,0.85,0.74,0.52,2.34,2
3290069,899.00,919.00,798.00,758.00,791.00,834.00,292.00,0.40,0.34,1.47,0.85,0.75,0.61,2.36,2
3290129,895.00,921.00,799.00,758.00,791.00,821.00,303.00,0.41,0.33,1.46,0.85,0.75,0.65,2.32,2
3290189,901.00,922.00,794.00,763.00,797.00,926.00,364.00,0.38,0.33,1.45,0.84,0.73,0.31,2.13,2
3290249,900.00,926.00,796.00,765.00,806.00,913.00,741.00,0.33,0.31,1.44,0.83,0.70,0.35,0.91,2
