ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
5377693,921.00,923.00,631.00,739.00,794.00,943.00,942.00,0.38,0.32,0.62,0.92,0.74,0.26,0.26,7
5377753,921.00,924.00,638.00,736.00,788.00,943.00,943.00,0.38,0.32,0.60,0.93,0.76,0.26,0.26,7
5377813,921.00,926.00,653.00,729.00,816.00,944.00,945.00,0.37,0.31,0.55,0.95,0.67,0.25,0.25,7
5377873,921.00,924.00,654.00,730.00,794.00,944.00,945.00,0.37,0.32,0.55,0.95,0.74,0.25,0.25,7
5377932,921.00,923.00,652.00,729.00,787.00,943.00,945.00,0.37,0.32,0.55,0.95,0.76,0.26,0.25,7
5377992,927.00,923.00,651.00,726.00,795.00,944.00,945.00,0.37,0.32,0.55,0.96,0.74,0.25,0.25,7
5378052,927.00,923.00,649.00,727.00,780.00,946.00,942.00,0.37,0.32,0.56,0.95,0.78,0.25,0.26,7
5378112,926.00,922.00,645.00,726.00,781.00,941.00,941.00,0.38,0.33,0.57,0.96,0.78,0.26,0.26,7
5378172,927.00,924.00,642.00,722.00,813.00,946.00,947.00,0.37,0.32,0.58,0.97,0.68,0.25,0.25,7
5378234,925.00,921.00,640.00,725.00,766.00,939.00,937.00,0.38,0.33,0.59,0.96,0.83,0.27,0.28,7
5378294,924.00,920.00,638.00,725.00,764.00,938.00,938.00,0.38,0.33,0.60,0.96,0.84,0.27,0.27,7
5378354,924.00,920.00,636.00,725.00,765.00,938.00,938.00,0.38,0.33,0.60,0.96,0.83,0.27,0.27,7
5378414,924.00,921.00,631.00,724.00,785.00,941.00,941.00,0.38,0.33,0.62,0.96,0.77,0.26,0.26,7
5378473,923.00,919.00,627.00,725.00,770.00,937.00,937.00,0.39,0.34,0.63,0.96,0.82,0.28,0.28,7
5378533,924.00,920.00,627.00,725.00,771.00,939.00,938.00,0.38,0.33,0.63,0.96,0.81,0.27,0.27,7
5378593,924.00,920.00,626.00,725.00,769.00,938.00,939.00,0.38,0.33,0.64,0.96,0.82,0.27,0.27,7
5378653,925.00,922.00,625.00,725.00,771.00,938.00,938.00,0.38,0.33,0.64,0.96,0.81,0.27,0.27,7
5378713,921.00,920.00,625.00,725.00,772.00,939.00,938.00,0.39,0.33,0.64,0.96,0.81,0.27,0.27,7
5378773,921.00,920.00,624.00,721.00,780.00,939.00,938.00,0.39,0.33,0.64,0.97,0.78,0.27,0.27,7
5378832,924.00,919.00,623.00,725.00,762.00,936.00,937.00,0.38,0.34,0.65,0.96,0.84,0.28,0.28,7
5378892,922.00,919.00,621.00,728.00,777.00,939.00,940.00,0.39,0.34,0.65,0.95,0.79,0.27,0.27,7
