ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
2407867,941.00,953.00,868.00,790.00,793.00,954.00,953.00,0.26,0.23,0.50,0.75,0.74,0.22,0.23,5
2407928,939.00,953.00,870.00,789.00,787.00,958.00,953.00,0.27,0.23,0.49,0.75,0.76,0.21,0.23,5
2407989,940.00,953.00,867.00,789.00,784.00,952.00,952.00,0.27,0.23,0.50,0.75,0.77,0.23,0.23,5
2408049,936.00,953.00,864.00,786.00,789.00,953.00,952.00,0.28,0.23,0.51,0.76,0.75,0.23,0.23,5
2408110,931.00,950.00,857.00,785.00,773.00,949.00,948.00,0.30,0.24,0.54,0.77,0.81,0.24,0.24,5
2408171,929.00,947.00,853.00,782.00,762.00,947.00,946.00,0.30,0.25,0.55,0.78,0.84,0.25,0.25,5
2408232,921.00,941.00,841.00,758.00,738.00,941.00,939.00,0.33,0.26,0.59,0.85,0.92,0.26,0.27,5
2408292,920.00,941.00,844.00,754.00,733.00,941.00,939.00,0.33,0.26,0.58,0.87,0.94,0.26,0.27,5
2408352,922.00,943.00,855.00,763.00,743.00,944.00,942.00,0.33,0.26,0.54,0.84,0.90,0.25,0.26,5
2408414,922.00,944.00,858.00,762.00,745.00,945.00,943.00,0.33,0.25,0.53,0.84,0.90,0.25,0.26,5
2408474,917.00,943.00,858.00,757.00,736.00,942.00,942.00,0.34,0.26,0.53,0.86,0.93,0.26,0.26,5
2408534,921.00,945.00,859.00,760.00,742.00,943.00,943.00,0.33,0.25,0.53,0.85,0.91,0.26,0.26,5
2408594,928.00,945.00,853.00,762.00,738.00,942.00,942.00,0.31,0.25,0.55,0.84,0.92,0.26,0.26,5
2408655,913.00,945.00,851.00,762.00,744.00,944.00,942.00,0.35,0.25,0.55,0.84,0.90,0.25,0.26,5
2408715,927.00,948.00,856.00,774.00,758.00,948.00,947.00,0.31,0.24,0.54,0.80,0.85,0.24,0.25,5
2408775,930.00,948.00,855.00,778.00,758.00,946.00,946.00,0.30,0.24,0.54,0.79,0.85,0.25,0.25,5
2408835,941.00,949.00,859.00,783.00,767.00,948.00,948.00,0.26,0.24,0.53,0.77,0.83,0.24,0.24,5
2408895,945.00,953.00,858.00,791.00,810.00,956.00,955.00,0.25,0.23,0.53,0.75,0.69,0.22,0.22,5
