ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
92199,918,929,832,791,838,934,209,0.34,0.3,1.26,0.75,0.6,0.29,2.63,1
92259,917,406,830,789,842,934,207,0.34,1.99,1.27,0.75,0.58,0.29,2.63,1
92319,911,335,830,788,842,931,210,0.36,2.22,1.27,0.76,0.58,0.3,2.62,1
92378,903,344,830,787,842,931,204,0.39,2.19,1.27,0.76,0.58,0.3,2.64,1
92438,918,431,836,797,844,931,214,0.34,1.91,1.25,0.73,0.58,0.3,2.61,1
92498,919,930,835,796,842,938,351,0.34,0.3,1.25,0.73,0.58,0.27,2.17,1
92558,920,928,828,800,839,937,374,0.33,0.31,1.27,0.72,0.59,0.28,2.09,1
92618,918,377,828,788,842,938,245,0.34,2.08,1.27,0.76,0.58,0.27,2.51,1
92677,912,327,826,787,841,934,216,0.36,2.25,1.28,0.76,0.59,0.29,2.6,1
92737,908,322,822,782,838,934,213,0.37,2.26,1.29,0.78,0.6,0.29,2.61,1
92797,910,330,826,783,839,933,216,0.36,2.24,1.28,0.77,0.59,0.29,2.6,1
92857,915,462,829,786,841,933,220,0.35,1.81,1.27,0.76,0.59,0.29,2.59,1
92916,920,928,827,790,844,938,227,0.33,0.31,1.28,0.75,0.58,0.27,2.57,1
