ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
2129975,943.00,698.00,865.00,790.00,847.00,960.00,960.00,0.26,1.05,0.51,0.75,0.57,0.20,0.20,3
2130336,951.00,776.00,872.00,791.00,854.00,965.00,961.00,0.23,0.80,0.49,0.75,0.55,0.19,0.20,3
2130455,949.00,609.00,873.00,791.00,856.00,964.00,962.00,0.24,1.34,0.48,0.75,0.54,0.19,0.20,3
2130515,947.00,544.00,872.00,799.00,857.00,965.00,962.00,0.25,1.55,0.49,0.72,0.54,0.19,0.20,3
2130575,947.00,635.00,873.00,797.00,850.00,964.00,962.00,0.25,1.25,0.48,0.73,0.56,0.19,0.20,3
2130635,946.00,581.00,872.00,797.00,859.00,963.00,964.00,0.25,1.43,0.49,0.73,0.53,0.19,0.19,3
2130695,948.00,573.00,873.00,797.00,866.00,966.00,965.00,0.24,1.45,0.48,0.73,0.51,0.18,0.19,3
2130755,948.00,538.00,872.00,796.00,850.00,964.00,963.00,0.24,1.56,0.49,0.73,0.56,0.19,0.19,3
2130815,947.00,545.00,873.00,793.00,854.00,965.00,964.00,0.25,1.54,0.48,0.74,0.55,0.19,0.19,3
2130875,945.00,543.00,871.00,795.00,850.00,963.00,963.00,0.25,1.55,0.49,0.74,0.56,0.19,0.19,3
2130935,949.00,478.00,870.00,796.00,855.00,965.00,963.00,0.24,1.76,0.49,0.73,0.54,0.19,0.19,3
