ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
10712090,948,624,878,774,894,966,446,0.24,1.29,0.47,0.8,0.42,0.18,1.86,6
10712150,948,387,878,776,871,961,229,0.24,2.05,0.47,0.8,0.49,0.2,2.56,6
10712209,947,332,879,778,860,959,204,0.25,2.23,0.46,0.79,0.53,0.21,2.64,6
10712269,946,303,879,776,859,957,167,0.25,2.32,0.46,0.8,0.53,0.21,2.76,6
10712329,945,317,877,784,841,956,184,0.25,2.28,0.47,0.77,0.59,0.22,2.71,6
10712389,954,969,880,776,980,974,971,0.22,0.17,0.46,0.8,0.14,0.16,0.17,6
10712448,957,962,884,783,898,979,982,0.21,0.2,0.45,0.77,0.4,0.14,0.13,6
10712687,949,960,878,784,938,967,973,0.24,0.2,0.47,0.77,0.27,0.18,0.16,6
10712747,950,803,882,781,899,974,736,0.24,0.71,0.45,0.78,0.4,0.16,0.93,6
10712806,952,360,880,774,949,971,229,0.23,2.14,0.46,0.8,0.24,0.17,2.56,6
10712866,952,312,881,773,956,972,177,0.23,2.29,0.46,0.81,0.22,0.16,2.73,6
10712928,944,325,878,780,846,956,198,0.25,2.25,0.47,0.78,0.57,0.22,2.66,6
10712988,945,298,879,779,854,958,173,0.25,2.34,0.46,0.79,0.55,0.21,2.74,6
10713047,945,300,879,780,840,956,174,0.25,2.33,0.46,0.78,0.59,0.22,2.74,6
10713108,945,314,876,785,836,955,190,0.25,2.29,0.47,0.77,0.6,0.22,2.69,6
10713167,947,684,877,782,878,975,621,0.25,1.09,0.47,0.78,0.47,0.15,1.3,6
