ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
2579119,948.00,956.00,842.00,786.00,872.00,963.00,960.00,0.24,0.22,0.58,0.76,0.49,0.19,0.20,6
2579179,943.00,431.00,839.00,787.00,828.00,953.00,349.00,0.26,1.91,0.59,0.76,0.63,0.23,2.17,6
2579239,943.00,367.00,839.00,783.00,824.00,951.00,241.00,0.26,2.12,0.59,0.77,0.64,0.23,2.52,6
2579299,936.00,308.00,841.00,780.00,822.00,950.00,174.00,0.28,2.31,0.59,0.78,0.65,0.24,2.74,6
2579359,937.00,309.00,842.00,787.00,822.00,950.00,168.00,0.28,2.30,0.58,0.76,0.65,0.24,2.76,6
2579420,945.00,852.00,838.00,793.00,836.00,958.00,954.00,0.25,0.55,0.60,0.74,0.60,0.21,0.22,6
2579481,948.00,962.00,858.00,798.00,877.00,966.00,970.00,0.24,0.20,0.53,0.73,0.47,0.18,0.17,6
2579540,957.00,967.00,890.00,802.00,908.00,973.00,971.00,0.21,0.18,0.43,0.71,0.37,0.16,0.17,6
2579601,956.00,962.00,888.00,790.00,905.00,972.00,971.00,0.22,0.20,0.44,0.75,0.38,0.16,0.17,6
2579661,947.00,964.00,883.00,792.00,886.00,969.00,968.00,0.25,0.19,0.45,0.75,0.44,0.17,0.18,6
2579720,952.00,961.00,844.00,791.00,916.00,966.00,965.00,0.23,0.20,0.58,0.75,0.35,0.18,0.19,6
2579780,946.00,647.00,843.00,790.00,835.00,954.00,325.00,0.25,1.21,0.58,0.75,0.61,0.22,2.25,6
2579840,943.00,416.00,841.00,785.00,826.00,952.00,336.00,0.26,1.96,0.59,0.77,0.64,0.23,2.22,6
2579900,943.00,316.00,845.00,782.00,829.00,952.00,201.00,0.26,2.28,0.57,0.78,0.63,0.23,2.65,6
2579960,934.00,293.00,847.00,781.00,824.00,951.00,173.00,0.29,2.35,0.57,0.78,0.64,0.23,2.74,6
2580020,938.00,298.00,853.00,783.00,823.00,950.00,171.00,0.27,2.34,0.55,0.77,0.65,0.24,2.75,6
2580080,933.00,294.00,849.00,783.00,820.00,949.00,168.00,0.29,2.35,0.56,0.77,0.65,0.24,2.76,6
2580140,934.00,297.00,847.00,785.00,815.00,949.00,169.00,0.29,2.34,0.57,0.77,0.67,0.24,2.75,6
2580199,945.00,325.00,855.00,796.00,826.00,952.00,178.00,0.25,2.25,0.54,0.73,0.64,0.23,2.73,6
2580259,940.00,955.00,846.00,795.00,856.00,960.00,862.00,0.27,0.22,0.57,0.74,0.54,0.20,0.52,6
