ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
935582,929,943,670,769,779,950,953,0.3,0.26,0.49,0.82,0.79,0.24,0.23,7
935642,933,941,669,767,775,949,952,0.29,0.26,0.5,0.83,0.8,0.24,0.23,7
935701,928,944,666,767,774,947,952,0.31,0.25,0.51,0.83,0.8,0.25,0.23,7
935761,927,942,664,768,773,950,949,0.31,0.26,0.51,0.82,0.81,0.24,0.24,7
935821,928,943,663,770,768,949,948,0.31,0.26,0.52,0.82,0.82,0.24,0.24,7
935881,929,944,665,772,770,951,952,0.3,0.25,0.51,0.81,0.82,0.23,0.23,7
935940,929,943,667,772,769,952,952,0.3,0.26,0.5,0.81,0.82,0.23,0.23,7
936000,930,945,668,776,767,953,953,0.3,0.25,0.5,0.8,0.83,0.23,0.23,7
936060,929,944,667,774,769,952,950,0.3,0.25,0.5,0.8,0.82,0.23,0.24,7
936119,930,944,668,774,768,952,952,0.3,0.25,0.5,0.8,0.82,0.23,0.23,7
936179,929,944,668,773,770,952,953,0.3,0.25,0.5,0.81,0.82,0.23,0.23,7
936239,930,944,668,772,772,952,954,0.3,0.25,0.5,0.81,0.81,0.23,0.22,7
