ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
1539103,906.00,949.00,823.00,770.00,808.00,950.00,566.00,0.28,0.24,0.65,0.82,0.69,0.24,1.47,2
1539165,906.00,949.00,824.00,769.00,808.00,946.00,407.00,0.28,0.24,0.64,0.82,0.69,0.25,1.99,2
1539227,905.00,948.00,825.00,765.00,808.00,943.00,286.00,0.28,0.24,0.64,0.83,0.69,0.26,2.38,2
1539289,906.00,949.00,829.00,764.00,808.00,939.00,240.00,0.28,0.24,0.63,0.84,0.69,0.27,2.53,2
1539350,901.00,949.00,835.00,766.00,809.00,937.00,201.00,0.28,0.24,0.61,0.83,0.69,0.28,2.65,2
1539413,904.00,950.00,842.00,765.00,808.00,931.00,181.00,0.29,0.24,0.58,0.83,0.69,0.30,2.72,2
1539475,902.00,951.00,843.00,765.00,810.00,919.00,171.00,0.29,0.23,0.58,0.83,0.69,0.34,2.75,2
1539534,900.00,950.00,847.00,764.00,809.00,918.00,168.00,0.30,0.24,0.57,0.84,0.69,0.34,2.76,2
1539594,901.00,950.00,845.00,765.00,808.00,909.00,166.00,0.30,0.24,0.57,0.83,0.69,0.37,2.76,2
1539654,901.00,951.00,846.00,770.00,810.00,904.00,164.00,0.30,0.23,0.57,0.82,0.69,0.38,2.77,2
1539714,900.00,951.00,844.00,768.00,808.00,898.00,167.00,0.30,0.23,0.58,0.82,0.69,0.40,2.76,2
1539773,909.00,950.00,844.00,767.00,807.00,893.00,167.00,0.30,0.24,0.58,0.83,0.70,0.42,2.76,2
1539833,908.00,950.00,843.00,768.00,808.00,879.00,166.00,0.31,0.24,0.58,0.82,0.69,0.46,2.76,2
1539893,909.00,951.00,842.00,767.00,808.00,895.00,165.00,0.30,0.23,0.58,0.83,0.69,0.41,2.77,2
1539953,909.00,950.00,841.00,769.00,808.00,913.00,164.00,0.30,0.24,0.59,0.82,0.69,0.35,2.77,2
1540013,909.00,951.00,840.00,769.00,807.00,918.00,164.00,0.30,0.23,0.59,0.82,0.70,0.34,2.77,2
1540072,908.00,951.00,841.00,770.00,808.00,916.00,165.00,0.31,0.23,0.59,0.82,0.69,0.35,2.77,2
1540132,908.00,951.00,841.00,769.00,807.00,918.00,167.00,0.31,0.23,0.59,0.82,0.70,0.34,2.76,2
1540192,909.00,951.00,840.00,773.00,808.00,920.00,169.00,0.30,0.23,0.59,0.81,0.69,0.33,2.75,2
1540252,900.00,951.00,841.00,774.00,809.00,931.00,167.00,0.30,0.23,0.59,0.80,0.69,0.30,2.76,2
1540312,900.00,951.00,840.00,772.00,808.00,930.00,167.00,0.30,0.23,0.59,0.81,0.69,0.30,2.76,2
1540372,900.00,950.00,839.00,773.00,807.00,930.00,168.00,0.30,0.24,0.59,0.81,0.70,0.30,2.76,2
1540432,908.00,951.00,838.00,774.00,808.00,932.00,166.00,0.31,0.23,0.60,0.80,0.69,0.29,2.76,2
1540491,908.00,951.00,839.00,775.00,809.00,931.00,164.00,0.31,0.23,0.59,0.80,0.69,0.30,2.77,2
1540554,909.00,951.00,837.00,775.00,808.00,926.00,164.00,0.30,0.23,0.60,0.80,0.69,0.31,2.77,2
1540615,902.00,952.00,839.00,779.00,810.00,949.00,433.00,0.29,0.23,0.59,0.79,0.69,0.24,1.90,2
