ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
828565,931,360,874,767,816,954,254,0.3,2.14,0.48,0.83,0.67,0.22,2.48,6
828625,928,327,866,768,817,953,212,0.31,2.25,0.51,0.82,0.66,0.23,2.62,6
828685,928,318,865,768,816,952,207,0.31,2.27,0.51,0.82,0.67,0.23,2.63,6
828745,939,839,872,772,829,959,763,0.27,0.59,0.49,0.81,0.63,0.21,0.84,6
828805,938,953,876,779,847,964,964,0.27,0.23,0.47,0.79,0.57,0.19,0.19,6
828864,938,953,876,777,859,965,965,0.27,0.23,0.47,0.79,0.53,0.19,0.19,6
828924,936,952,873,776,855,963,966,0.28,0.23,0.48,0.8,0.54,0.19,0.18,6
828984,936,950,871,772,853,963,962,0.28,0.24,0.49,0.81,0.55,0.19,0.2,6
829044,937,958,872,774,869,965,967,0.28,0.21,0.49,0.8,0.5,0.19,0.18,6
829104,933,715,872,767,827,958,563,0.29,0.99,0.49,0.83,0.63,0.21,1.48,6
829164,939,419,876,769,821,955,288,0.27,1.95,0.47,0.82,0.65,0.22,2.37,6
829223,931,301,870,765,821,954,180,0.3,2.33,0.49,0.83,0.65,0.22,2.72,6
829283,931,283,868,766,820,954,173,0.3,2.39,0.5,0.83,0.65,0.22,2.74,6
829343,931,276,861,766,819,952,160,0.3,2.41,0.52,0.83,0.66,0.23,2.78,6
829403,937,277,862,768,818,952,158,0.28,2.41,0.52,0.82,0.66,0.23,2.79,6
