ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
1321193,931.00,949.00,860.00,768.00,838.00,952.00,196.00,0.30,0.24,0.53,0.82,0.60,0.23,2.67,1
1321255,933.00,500.00,857.00,779.00,842.00,955.00,207.00,0.29,1.69,0.54,0.79,0.58,0.22,2.63,1
1321316,938.00,953.00,866.00,785.00,843.00,957.00,278.00,0.27,0.23,0.51,0.77,0.58,0.21,2.40,1
1321376,934.00,950.00,842.00,782.00,839.00,954.00,251.00,0.29,0.24,0.58,0.78,0.59,0.22,2.49,1
1321435,935.00,952.00,875.00,772.00,836.00,956.00,277.00,0.28,0.23,0.48,0.81,0.60,0.22,2.41,1
1321496,932.00,391.00,841.00,777.00,838.00,953.00,361.00,0.29,2.04,0.59,0.79,0.60,0.23,2.14,1
1321556,936.00,942.00,837.00,790.00,843.00,957.00,458.00,0.28,0.26,0.60,0.75,0.58,0.21,1.82,1
