ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
2533235,947.00,955.00,843.00,790.00,846.00,958.00,956.00,0.25,0.22,0.58,0.75,0.57,0.21,0.22,6
2533295,943.00,529.00,840.00,788.00,823.00,952.00,439.00,0.26,1.59,0.59,0.76,0.65,0.23,1.88,6
2533355,934.00,353.00,841.00,783.00,825.00,949.00,239.00,0.29,2.16,0.59,0.77,0.64,0.24,2.53,6
2533415,934.00,303.00,843.00,779.00,822.00,948.00,190.00,0.29,2.32,0.58,0.79,0.65,0.24,2.69,6
2533474,936.00,289.00,843.00,779.00,823.00,946.00,178.00,0.28,2.37,0.58,0.79,0.65,0.25,2.73,6
2533534,947.00,778.00,836.00,782.00,892.00,964.00,759.00,0.25,0.79,0.60,0.78,0.42,0.19,0.85,6
2533594,959.00,968.00,867.00,790.00,980.00,980.00,970.00,0.21,0.18,0.50,0.75,0.14,0.14,0.17,6
2533653,956.00,963.00,883.00,797.00,902.00,972.00,971.00,0.22,0.19,0.45,0.73,0.39,0.16,0.17,6
2533713,948.00,960.00,880.00,795.00,892.00,969.00,969.00,0.24,0.20,0.46,0.74,0.42,0.17,0.17,6
2533773,943.00,958.00,852.00,790.00,873.00,963.00,965.00,0.26,0.21,0.55,0.75,0.48,0.19,0.19,6
2533833,947.00,967.00,840.00,778.00,975.00,974.00,971.00,0.25,0.18,0.59,0.79,0.15,0.16,0.17,6
2533893,942.00,561.00,840.00,783.00,828.00,953.00,493.00,0.26,1.49,0.59,0.77,0.63,0.23,1.71,6
2533953,935.00,483.00,847.00,780.00,825.00,952.00,398.00,0.28,1.74,0.57,0.78,0.64,0.23,2.02,6
2534012,941.00,301.00,849.00,776.00,824.00,949.00,185.00,0.26,2.33,0.56,0.80,0.64,0.24,2.70,6
2534072,937.00,288.00,853.00,776.00,819.00,946.00,175.00,0.28,2.37,0.55,0.80,0.66,0.25,2.74,6
2534132,936.00,354.00,846.00,782.00,825.00,950.00,220.00,0.28,2.16,0.57,0.78,0.64,0.24,2.59,6
2534191,949.00,957.00,846.00,785.00,877.00,964.00,962.00,0.24,0.21,0.57,0.77,0.47,0.19,0.20,6
