ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3779892,901.00,923.00,861.00,758.00,833.00,928.00,835.00,0.36,0.32,1.49,0.85,0.61,0.31,0.61,4
3779952,900.00,923.00,865.00,760.00,805.00,893.00,718.00,0.37,0.32,1.48,0.85,0.70,0.42,0.98,4
3780012,900.00,364.00,865.00,758.00,808.00,876.00,323.00,0.37,2.13,1.48,0.85,0.69,0.47,2.26,4
3780072,900.00,313.00,866.00,758.00,804.00,870.00,266.00,0.37,2.29,1.47,0.85,0.71,0.49,2.44,4
3780132,900.00,297.00,868.00,757.00,806.00,873.00,237.00,0.37,2.34,1.47,0.86,0.70,0.48,2.54,4
3780191,900.00,276.00,863.00,754.00,802.00,874.00,222.00,0.37,2.41,1.48,0.87,0.71,0.48,2.58,4
3780251,900.00,274.00,864.00,755.00,799.00,867.00,218.00,0.37,2.42,1.48,0.86,0.72,0.50,2.60,4
3780311,900.00,272.00,864.00,752.00,799.00,866.00,213.00,0.37,2.42,1.48,0.87,0.72,0.51,2.61,4
3780371,900.00,271.00,864.00,754.00,799.00,870.00,212.00,0.37,2.43,1.48,0.87,0.72,0.49,2.62,4
3780431,900.00,271.00,864.00,754.00,801.00,867.00,213.00,0.37,2.43,1.48,0.87,0.72,0.50,2.61,4
3780491,900.00,269.00,865.00,754.00,799.00,862.00,211.00,0.37,2.43,1.48,0.87,0.72,0.52,2.62,4
3780552,900.00,267.00,865.00,754.00,799.00,857.00,210.00,0.37,2.44,1.48,0.87,0.72,0.54,2.62,4
3780612,900.00,266.00,865.00,756.00,797.00,859.00,211.00,0.38,2.44,1.48,0.86,0.73,0.53,2.62,4
3780672,900.00,266.00,864.00,754.00,797.00,857.00,209.00,0.38,2.44,1.48,0.87,0.73,0.54,2.63,4
3780732,906.00,264.00,864.00,753.00,798.00,859.00,208.00,0.38,2.45,1.48,0.87,0.73,0.53,2.63,4
3780792,900.00,265.00,864.00,753.00,799.00,863.00,209.00,0.37,2.45,1.48,0.87,0.72,0.52,2.63,4
3780852,906.00,266.00,865.00,754.00,799.00,863.00,207.00,0.38,2.44,1.48,0.87,0.72,0.52,2.63,4
3780912,906.00,265.00,866.00,754.00,804.00,860.00,208.00,0.38,2.45,1.47,0.87,0.71,0.53,2.63,4
3780971,905.00,262.00,865.00,754.00,798.00,855.00,208.00,0.38,2.45,1.48,0.87,0.73,0.54,2.63,4
3781032,905.00,265.00,865.00,753.00,799.00,820.00,210.00,0.38,2.45,1.48,0.87,0.72,0.65,2.62,4
3781091,904.00,264.00,865.00,748.00,799.00,826.00,209.00,0.38,2.45,1.48,0.89,0.72,0.64,2.63,4
3781151,905.00,262.00,865.00,754.00,798.00,825.00,209.00,0.38,2.45,1.48,0.87,0.73,0.64,2.63,4
3781211,904.00,263.00,866.00,753.00,798.00,830.00,210.00,0.38,2.45,1.47,0.87,0.73,0.62,2.62,4
3781271,905.00,263.00,864.00,754.00,799.00,839.00,212.00,0.38,2.45,1.48,0.87,0.72,0.59,2.62,4
3781331,909.00,286.00,864.00,754.00,806.00,875.00,254.00,0.37,2.38,1.48,0.87,0.70,0.48,2.48,4
