ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
545783,839,246,867,764,826,948,162,0.59,2.51,0.5,0.84,0.64,0.24,2.78,4
545843,850,241,873,763,827,949,158,0.56,2.52,0.48,0.84,0.63,0.24,2.79,4
545903,829,242,871,760,827,946,159,0.63,2.52,0.49,0.85,0.63,0.25,2.79,4
545963,832,235,871,759,825,946,157,0.62,2.54,0.49,0.85,0.64,0.25,2.79,4
546023,817,233,871,759,825,946,158,0.66,2.55,0.49,0.85,0.64,0.25,2.79,4
546082,837,232,870,758,823,946,157,0.6,2.55,0.49,0.85,0.65,0.25,2.79,4
546142,830,230,870,757,827,945,157,0.62,2.56,0.49,0.86,0.63,0.25,2.79,4
546202,834,229,869,756,823,945,155,0.61,2.56,0.5,0.86,0.65,0.25,2.8,4
546261,819,231,868,755,822,945,156,0.66,2.55,0.5,0.86,0.65,0.25,2.8,4
546321,827,231,870,756,822,944,156,0.63,2.55,0.49,0.86,0.65,0.25,2.8,4
546381,794,234,866,755,822,943,162,0.74,2.55,0.51,0.86,0.65,0.26,2.78,4
546441,757,233,865,753,823,942,159,0.86,2.55,0.51,0.87,0.65,0.26,2.79,4
546500,740,236,867,754,823,943,164,0.91,2.54,0.5,0.87,0.65,0.26,2.77,4
546560,772,236,864,751,821,942,163,0.81,2.54,0.51,0.88,0.65,0.26,2.77,4
546620,763,234,867,754,823,942,162,0.84,2.55,0.5,0.87,0.65,0.26,2.78,4
546680,747,235,866,754,824,943,162,0.89,2.54,0.51,0.87,0.64,0.26,2.78,4
546739,788,240,868,756,825,946,166,0.76,2.53,0.5,0.86,0.64,0.25,2.76,4
