ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
5416400,920.00,929.00,638.00,747.00,808.00,946.00,947.00,0.36,0.30,0.60,0.89,0.69,0.25,0.25,7
5416460,920.00,928.00,636.00,745.00,805.00,946.00,947.00,0.36,0.31,0.60,0.90,0.70,0.25,0.25,7
5416520,921.00,929.00,630.00,740.00,798.00,943.00,945.00,0.37,0.30,0.62,0.91,0.73,0.26,0.25,7
5416580,921.00,926.00,628.00,740.00,811.00,945.00,946.00,0.37,0.31,0.63,0.91,0.68,0.25,0.25,7
5416640,921.00,926.00,618.00,742.00,813.00,944.00,945.00,0.37,0.31,0.66,0.91,0.68,0.25,0.25,7
5416700,921.00,924.00,615.00,742.00,803.00,943.00,944.00,0.38,0.32,0.67,0.91,0.71,0.26,0.25,7
5416760,921.00,925.00,612.00,741.00,798.00,942.00,942.00,0.37,0.32,0.68,0.91,0.73,0.26,0.26,7
5416820,921.00,925.00,616.00,742.00,793.00,941.00,941.00,0.38,0.32,0.67,0.91,0.74,0.26,0.26,7
5416879,921.00,925.00,620.00,741.00,793.00,942.00,942.00,0.37,0.32,0.65,0.91,0.74,0.26,0.26,7
5416939,921.00,926.00,626.00,741.00,787.00,943.00,941.00,0.37,0.31,0.64,0.91,0.76,0.26,0.26,7
5416999,921.00,925.00,629.00,741.00,784.00,941.00,941.00,0.37,0.32,0.63,0.91,0.77,0.26,0.26,7
5417059,921.00,924.00,630.00,739.00,782.00,941.00,941.00,0.37,0.32,0.62,0.92,0.78,0.26,0.26,7
5417118,921.00,923.00,630.00,738.00,778.00,940.00,940.00,0.37,0.32,0.62,0.92,0.79,0.27,0.27,7
5417178,921.00,924.00,630.00,737.00,779.00,940.00,941.00,0.37,0.32,0.62,0.92,0.79,0.27,0.26,7
5417238,921.00,923.00,630.00,738.00,774.00,939.00,939.00,0.37,0.32,0.62,0.92,0.80,0.27,0.27,7
5417298,921.00,923.00,628.00,734.00,772.00,939.00,939.00,0.37,0.32,0.63,0.93,0.81,0.27,0.27,7
5417358,921.00,924.00,629.00,737.00,773.00,939.00,938.00,0.37,0.32,0.63,0.92,0.81,0.27,0.27,7
5417417,926.00,922.00,629.00,737.00,767.00,938.00,938.00,0.38,0.33,0.63,0.92,0.83,0.27,0.27,7
5417477,925.00,921.00,628.00,732.00,761.00,936.00,937.00,0.38,0.33,0.63,0.94,0.85,0.28,0.28,7
5417537,925.00,921.00,628.00,734.00,763.00,937.00,936.00,0.38,0.33,0.63,0.93,0.84,0.28,0.28,7
5417597,925.00,922.00,630.00,733.00,761.00,937.00,937.00,0.38,0.33,0.62,0.94,0.85,0.28,0.28,7
5417656,925.00,920.00,631.00,734.00,754.00,936.00,935.00,0.38,0.33,0.62,0.93,0.87,0.28,0.28,7
5417716,926.00,922.00,634.00,735.00,754.00,935.00,936.00,0.38,0.33,0.61,0.93,0.87,0.28,0.28,7
5417776,925.00,922.00,633.00,733.00,758.00,935.00,937.00,0.38,0.33,0.61,0.94,0.85,0.28,0.28,7
5417836,925.00,922.00,627.00,734.00,776.00,940.00,939.00,0.38,0.33,0.63,0.93,0.80,0.27,0.27,7
5417896,926.00,923.00,629.00,734.00,777.00,939.00,940.00,0.38,0.32,0.63,0.93,0.79,0.27,0.27,7
