ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3845067,905.00,913.00,853.00,733.00,792.00,826.00,870.00,0.38,0.35,1.52,0.94,0.75,0.64,0.49,4
3845127,904.00,912.00,848.00,730.00,792.00,836.00,717.00,0.38,0.36,1.53,0.95,0.75,0.60,0.99,4
3845186,904.00,748.00,848.00,730.00,790.00,832.00,703.00,0.38,0.89,1.53,0.95,0.75,0.62,1.03,4
3845246,903.00,642.00,848.00,731.00,788.00,819.00,665.00,0.39,1.23,1.53,0.94,0.76,0.66,1.15,4
3845306,902.00,485.00,848.00,731.00,788.00,784.00,413.00,0.39,1.74,1.53,0.94,0.76,0.77,1.97,4
3845366,903.00,333.00,849.00,730.00,788.00,679.00,316.00,0.39,2.23,1.53,0.95,0.76,1.11,2.28,4
3845426,902.00,316.00,848.00,729.00,788.00,803.00,278.00,0.39,2.28,1.53,0.95,0.76,0.71,2.40,4
3845486,902.00,322.00,849.00,729.00,788.00,727.00,302.00,0.39,2.26,1.53,0.95,0.76,0.95,2.33,4
3845545,901.00,431.00,848.00,731.00,790.00,782.00,407.00,0.39,1.91,1.53,0.94,0.75,0.78,1.99,4
3845605,900.00,358.00,847.00,728.00,791.00,810.00,378.00,0.40,2.15,1.54,0.95,0.75,0.69,2.08,4
3845665,898.00,291.00,847.00,729.00,789.00,749.00,264.00,0.40,2.36,1.54,0.95,0.75,0.88,2.45,4
3845726,896.00,270.00,848.00,727.00,789.00,796.00,243.00,0.41,2.43,1.53,0.95,0.75,0.73,2.52,4
3845787,895.00,262.00,847.00,727.00,788.00,745.00,234.00,0.41,2.45,1.54,0.95,0.76,0.90,2.55,4
3845847,897.00,261.00,848.00,727.00,789.00,781.00,232.00,0.41,2.46,1.53,0.95,0.75,0.78,2.55,4
3845906,893.00,262.00,847.00,727.00,788.00,760.00,232.00,0.42,2.45,1.54,0.95,0.76,0.85,2.55,4
3845966,893.00,260.00,846.00,727.00,787.00,753.00,229.00,0.42,2.46,1.54,0.95,0.76,0.87,2.56,4
3846026,893.00,259.00,847.00,728.00,788.00,758.00,229.00,0.42,2.46,1.54,0.95,0.76,0.85,2.56,4
3846086,894.00,255.00,848.00,728.00,788.00,782.00,227.00,0.42,2.48,1.53,0.95,0.76,0.78,2.57,4
3846146,892.00,257.00,846.00,727.00,788.00,762.00,229.00,0.42,2.47,1.54,0.95,0.76,0.84,2.56,4
3846206,891.00,259.00,848.00,727.00,789.00,756.00,229.00,0.43,2.46,1.53,0.95,0.75,0.86,2.56,4
3846265,891.00,256.00,847.00,727.00,787.00,739.00,229.00,0.43,2.47,1.54,0.95,0.76,0.92,2.56,4
3846325,891.00,257.00,847.00,727.00,789.00,744.00,228.00,0.43,2.47,1.54,0.95,0.75,0.90,2.56,4
3846385,890.00,256.00,846.00,728.00,790.00,762.00,228.00,0.43,2.47,1.54,0.95,0.75,0.84,2.56,4
3846445,889.00,258.00,847.00,727.00,789.00,760.00,229.00,0.43,2.47,1.54,0.95,0.75,0.85,2.56,4
3846505,886.00,259.00,847.00,728.00,790.00,740.00,233.00,0.44,2.46,1.54,0.95,0.75,0.91,2.55,4
3846565,886.00,257.00,847.00,727.00,790.00,786.00,229.00,0.44,2.47,1.54,0.95,0.75,0.76,2.56,4
3846625,885.00,261.00,846.00,726.00,790.00,716.00,233.00,0.45,2.46,1.54,0.96,0.75,0.99,2.55,4
3846684,889.00,280.00,848.00,728.00,791.00,835.00,250.00,0.43,2.40,1.53,0.95,0.75,0.61,2.49,4
3846744,900.00,825.00,848.00,731.00,796.00,920.00,648.00,0.40,0.64,1.53,0.94,0.73,0.33,1.21,4
