ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
843529,930,344,870,766,821,953,231,0.3,2.19,0.49,0.83,0.65,0.23,2.55,6
843590,928,309,860,767,818,950,204,0.31,2.3,0.53,0.83,0.66,0.24,2.64,6
843650,927,343,870,768,820,952,240,0.31,2.19,0.49,0.82,0.65,0.23,2.53,6
843710,941,807,869,774,836,959,752,0.26,0.7,0.5,0.8,0.6,0.21,0.87,6
843770,938,953,877,783,854,964,965,0.27,0.23,0.47,0.77,0.55,0.19,0.19,6
843829,936,952,873,780,855,964,965,0.28,0.23,0.48,0.78,0.54,0.19,0.19,6
843889,937,954,870,776,851,964,963,0.28,0.22,0.49,0.8,0.55,0.19,0.19,6
843949,938,954,867,776,853,963,966,0.27,0.22,0.5,0.8,0.55,0.19,0.18,6
844008,935,950,864,778,863,964,964,0.28,0.24,0.51,0.79,0.52,0.19,0.19,6
844068,932,948,874,769,831,958,709,0.29,0.24,0.48,0.82,0.62,0.21,1.01,6
844127,938,415,873,771,820,952,260,0.27,1.96,0.48,0.81,0.65,0.23,2.46,6
844187,927,300,859,768,817,949,177,0.31,2.33,0.53,0.82,0.66,0.24,2.73,6
844247,927,289,856,767,814,949,172,0.31,2.37,0.54,0.83,0.67,0.24,2.75,6
844306,929,278,856,767,815,948,158,0.3,2.4,0.54,0.83,0.67,0.24,2.79,6
844366,936,286,860,772,818,948,169,0.28,2.38,0.53,0.81,0.66,0.24,2.75,6
