ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
1283681,934.00,949.00,845.00,777.00,839.00,955.00,323.00,0.29,0.24,0.57,0.79,0.59,0.22,2.26,1
1283741,928.00,715.00,828.00,769.00,843.00,950.00,215.00,0.31,0.99,0.63,0.82,0.58,0.24,2.61,1
1283801,931.00,786.00,882.00,760.00,834.00,953.00,179.00,0.30,0.76,0.45,0.85,0.61,0.23,2.72,1
1283862,929.00,722.00,881.00,759.00,827.00,952.00,172.00,0.30,0.97,0.46,0.85,0.63,0.23,2.75,1
1283922,929.00,946.00,829.00,771.00,838.00,949.00,215.00,0.30,0.25,0.63,0.81,0.60,0.24,2.61,1
1283982,932.00,948.00,831.00,779.00,850.00,952.00,359.00,0.29,0.24,0.62,0.79,0.56,0.23,2.14,1
1284042,930.00,947.00,829.00,777.00,838.00,954.00,399.00,0.30,0.25,0.63,0.79,0.60,0.22,2.01,1
1284102,930.00,946.00,825.00,774.00,831.00,952.00,584.00,0.30,0.25,0.64,0.80,0.62,0.23,1.42,1
1284162,927.00,663.00,829.00,771.00,826.00,950.00,309.00,0.31,1.16,0.63,0.81,0.64,0.24,2.30,1
1284223,928.00,694.00,827.00,776.00,831.00,951.00,404.00,0.31,1.06,0.63,0.80,0.62,0.23,2.00,1
1284283,931.00,949.00,851.00,778.00,842.00,956.00,517.00,0.30,0.24,0.55,0.79,0.58,0.22,1.63,1
