ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
856857,936,293,859,776,817,949,180,0.28,2.35,0.53,0.8,0.66,0.24,2.72,6
856918,934,291,856,772,817,948,191,0.29,2.36,0.54,0.81,0.66,0.24,2.68,6
856977,926,283,861,773,817,949,186,0.31,2.39,0.52,0.81,0.66,0.24,2.7,6
857037,929,733,879,773,828,958,646,0.3,0.94,0.46,0.81,0.63,0.21,1.22,6
857097,938,951,872,784,843,962,962,0.27,0.23,0.49,0.77,0.58,0.2,0.2,6
857156,937,954,880,783,852,964,963,0.28,0.22,0.46,0.77,0.55,0.19,0.19,6
857217,940,953,880,783,851,962,964,0.27,0.23,0.46,0.77,0.55,0.2,0.19,6
857277,935,952,878,779,847,962,962,0.28,0.23,0.47,0.79,0.57,0.2,0.2,6
857336,935,952,876,781,852,964,963,0.28,0.23,0.47,0.78,0.55,0.19,0.19,6
857396,936,481,873,768,822,955,411,0.28,1.75,0.48,0.82,0.65,0.22,1.97,6
857456,930,324,866,771,818,952,189,0.3,2.25,0.51,0.81,0.66,0.23,2.69,6
857516,935,285,857,769,817,950,172,0.28,2.38,0.54,0.82,0.66,0.24,2.75,6
857576,927,264,853,771,818,950,154,0.31,2.45,0.55,0.81,0.66,0.24,2.8,6
857635,927,257,853,769,817,948,153,0.31,2.47,0.55,0.82,0.66,0.24,2.81,6
857695,927,256,853,767,816,948,152,0.31,2.47,0.55,0.83,0.67,0.24,2.81,6
857755,927,257,853,768,817,949,153,0.31,2.47,0.55,0.82,0.66,0.24,2.81,6
857815,927,278,864,767,826,952,167,0.31,2.4,0.51,0.83,0.64,0.23,2.76,6
