ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3355685,907.00,926.00,791.00,756.00,835.00,933.00,800.00,0.34,0.31,1.43,0.86,0.61,0.29,0.72,2
3355745,904.00,925.00,799.00,755.00,839.00,933.00,718.00,0.32,0.32,1.43,0.86,0.59,0.29,0.98,2
3355805,900.00,925.00,792.00,754.00,823.00,931.00,745.00,0.33,0.32,1.42,0.87,0.65,0.30,0.90,2
3355865,908.00,926.00,791.00,756.00,829.00,931.00,704.00,0.34,0.31,1.43,0.86,0.63,0.30,1.03,2
3355925,908.00,923.00,791.00,759.00,824.00,929.00,670.00,0.34,0.32,1.43,0.85,0.64,0.30,1.14,2
3355984,907.00,925.00,794.00,761.00,824.00,930.00,658.00,0.34,0.32,1.42,0.85,0.64,0.30,1.18,2
3356044,907.00,927.00,791.00,762.00,835.00,902.00,736.00,0.34,0.31,1.43,0.84,0.61,0.39,0.93,2
3356104,908.00,925.00,792.00,761.00,834.00,898.00,808.00,0.34,0.32,1.42,0.85,0.61,0.40,0.69,2
3356164,902.00,927.00,791.00,763.00,834.00,906.00,732.00,0.33,0.31,1.43,0.84,0.61,0.38,0.94,2
3356224,903.00,927.00,792.00,763.00,837.00,908.00,756.00,0.32,0.31,1.42,0.84,0.60,0.37,0.86,2
3356283,903.00,927.00,792.00,765.00,841.00,907.00,816.00,0.32,0.31,1.42,0.83,0.59,0.37,0.67,2
3356343,903.00,928.00,791.00,766.00,841.00,906.00,689.00,0.32,0.31,1.43,0.83,0.59,0.38,1.08,2
3356403,901.00,925.00,798.00,766.00,830.00,521.00,562.00,0.33,0.32,1.44,0.83,0.62,1.62,1.49,2
3356463,901.00,926.00,795.00,768.00,824.00,538.00,547.00,0.33,0.31,1.41,0.82,0.64,1.56,1.54,2
3356523,904.00,925.00,796.00,767.00,813.00,501.00,506.00,0.35,0.32,1.41,0.83,0.68,1.68,1.67,2
3356583,904.00,925.00,793.00,765.00,818.00,528.00,582.00,0.35,0.32,1.42,0.83,0.66,1.60,1.42,2
3356643,903.00,923.00,793.00,764.00,818.00,554.00,475.00,0.35,0.32,1.42,0.84,0.66,1.51,1.77,2
3356702,903.00,924.00,792.00,764.00,818.00,495.00,470.00,0.35,0.32,1.42,0.84,0.66,1.70,1.78,2
3356762,903.00,924.00,793.00,764.00,815.00,524.00,496.00,0.35,0.32,1.42,0.84,0.67,1.61,1.70,2
3356822,902.00,924.00,792.00,763.00,815.00,505.00,524.00,0.36,0.32,1.42,0.84,0.67,1.67,1.61,2
3356882,902.00,922.00,792.00,763.00,815.00,527.00,442.00,0.36,0.33,1.42,0.84,0.67,1.60,1.87,2
3356941,901.00,924.00,792.00,763.00,816.00,476.00,448.00,0.36,0.32,1.42,0.84,0.67,1.76,1.85,2
3357001,905.00,925.00,795.00,767.00,823.00,586.00,455.00,0.32,0.32,1.41,0.83,0.65,1.41,1.83,2
3357061,903.00,929.00,798.00,773.00,827.00,933.00,775.00,0.32,0.30,1.40,0.81,0.63,0.29,0.80,2
