ts,s0,s1,s2,s3,s4,s5,s6,v0,v1,v2,v3,v4,v5,v6,label
3746924,901.00,687.00,860.00,756.00,825.00,921.00,591.00,0.35,1.08,1.49,0.86,0.64,0.33,1.39,4
3746984,901.00,393.00,861.00,756.00,827.00,914.00,300.00,0.34,2.03,1.49,0.86,0.63,0.35,2.33,4
3747043,901.00,308.00,864.00,755.00,811.00,910.00,242.00,0.35,2.31,1.48,0.86,0.68,0.36,2.52,4
3747103,901.00,289.00,865.00,754.00,806.00,912.00,224.00,0.37,2.37,1.48,0.87,0.70,0.36,2.58,4
3747163,901.00,272.00,866.00,756.00,798.00,910.00,211.00,0.37,2.42,1.47,0.86,0.73,0.36,2.62,4
3747223,906.00,263.00,864.00,753.00,803.00,911.00,204.00,0.38,2.45,1.48,0.87,0.71,0.36,2.64,4
3747283,905.00,261.00,865.00,756.00,803.00,913.00,202.00,0.38,2.46,1.48,0.86,0.71,0.35,2.65,4
3747343,905.00,260.00,863.00,753.00,801.00,911.00,202.00,0.38,2.46,1.48,0.87,0.72,0.36,2.65,4
3747403,906.00,260.00,864.00,753.00,801.00,911.00,200.00,0.38,2.46,1.48,0.87,0.72,0.36,2.65,4
3747462,906.00,263.00,864.00,752.00,801.00,904.00,201.00,0.38,2.45,1.48,0.87,0.72,0.38,2.65,4
3747522,881.00,261.00,865.00,753.00,806.00,911.00,199.00,0.46,2.46,1.48,0.87,0.70,0.36,2.66,4
3747582,898.00,264.00,869.00,752.00,804.00,910.00,198.00,0.40,2.45,1.46,0.87,0.71,0.36,2.66,4
3747641,897.00,260.00,868.00,752.00,800.00,911.00,198.00,0.41,2.46,1.47,0.87,0.72,0.36,2.66,4
3747701,897.00,258.00,868.00,752.00,801.00,909.00,198.00,0.41,2.47,1.47,0.87,0.72,0.37,2.66,4
3747763,896.00,257.00,869.00,750.00,801.00,908.00,198.00,0.41,2.47,1.46,0.88,0.72,0.37,2.66,4
3747822,896.00,256.00,867.00,751.00,801.00,910.00,196.00,0.41,2.47,1.47,0.88,0.72,0.36,2.67,4
3747882,897.00,257.00,868.00,750.00,800.00,911.00,196.00,0.41,2.47,1.47,0.88,0.72,0.36,2.67,4
3747942,892.00,257.00,868.00,750.00,801.00,909.00,196.00,0.42,2.47,1.47,0.88,0.72,0.37,2.67,4
3748002,896.00,257.00,869.00,751.00,801.00,910.00,196.00,0.41,2.47,1.46,0.88,0.72,0.36,2.67,4
3748061,896.00,255.00,869.00,750.00,802.00,910.00,196.00,0.41,2.48,1.46,0.88,0.71,0.36,2.67,4
3748121,897.00,255.00,867.00,750.00,798.00,911.00,196.00,0.41,2.48,1.47,0.88,0.73,0.36,2.67,4
3748181,894.00,254.00,867.00,749.00,799.00,910.00,196.00,0.42,2.48,1.47,0.88,0.72,0.36,2.67,4
3748241,893.00,256.00,868.00,750.00,798.00,909.00,197.00,0.42,2.47,1.47,0.88,0.73,0.37,2.66,4
3748301,901.00,261.00,867.00,753.00,801.00,911.00,200.00,0.39,2.46,1.47,0.87,0.72,0.36,2.65,4
3748360,900.00,350.00,869.00,755.00,812.00,919.00,333.00,0.35,2.17,1.46,0.86,0.68,0.34,2.23,4
